Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,43,1905,,
2023,1180,6,,,,,,,,,,,,
2022,551,57,175,1591,130,1597,240,1449,139,1508,,,,
2021,1048,10,,,,,,,,,,,,
2018,137,420,104,1683,92,1654,162,1520,108,1554,269,180,,
2017,116,509,130,1641,122,1609,171,1518,157,1481,378,144,,
2016,532,65,194,1544,177,1517,,,,,477,114,,
2015,93,610,86,1719,71,1688,125,1585,162,1494,241,288,,
2014,249,196,193,1551,185,1512,,,,,180,423,,
2013,195,258,132,1640,111,1610,,,,,291,216,,
2012,217,220,197,1541,182,1506,258,1413,187,1446,193,345,,
2011,345,122,,,,,,,,,569,81,,
2010,505,60,374,1279,351,1255,,,,,466,108,,
2009,335,120,,,,,,,,,980,21,,
2008,1156,5,,,,,,,,,681,54,,
2007,1479,1,,,,,,,,,,,,
