Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Antwerp R32,L vs Caruso,40% (6/15),67% (4/6),1/5,50% (8/16),25% (2/8),2/3,0/1,1/2,0/0,0/1
2018 US Open R128,L vs Herbert,29% (5/17),80% (4/5),2/5,63% (10/16),40% (4/10),3/4,0/1,1/2,0/0,0/1
2018 Wimbledon R128,L vs Fabbiano,53% (9/17),56% (5/9),1/6,65% (11/17),27% (3/11),2/5,1/1,1/3,0/0,1/2
2018 Queen's Club Q2,W vs Fritz,67% (6/9),83% (5/6),0/2,22% (2/9),0% (0/2),4/5,2/3,0/0,1/2,0/0
2018 Queen's Club Q1,W vs Ward,58% (7/12),57% (4/7),0/1,15% (2/13),50% (1/2),4/4,2/2,1/1,1/1,0/0
2018 s Hertogenbosch R32,L vs Medvedev,13% (1/8),0% (0/1),0/3,44% (4/9),0% (0/4),0/0,0/0,1/2,0/0,0/1
2018 Surbiton CH QF,L vs De Minaur,18% (2/11),100% (2/2),2/4,60% (6/10),33% (2/6),2/2,0/0,0/0,0/0,0/0
2018 Surbiton CH R16,W vs Bolt,46% (6/13),83% (5/6),1/3,31% (4/13),25% (1/4),3/5,2/3,1/1,1/1,0/0
2018 Surbiton CH R32,W vs Kokkinakis,55% (6/11),50% (3/6),1/2,18% (2/11),0% (0/2),2/3,1/1,2/2,0/0,0/0
2018 Roland Garros R128,L vs Bemelmans,50% (7/14),57% (4/7),1/6,92% (12/13),33% (4/12),2/4,0/0,2/4,0/0,1/1
2018 Taipei CH F,W vs Ramanathan,44% (4/9),75% (3/4),1/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2018 Taipei CH SF,W vs Ito,36% (5/14),80% (4/5),1/3,36% (5/14),40% (2/5),3/4,2/2,1/1,1/1,0/0
2018 Taipei CH QF,W vs Lo,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2018 Taipei CH R16,W vs Bachinger,40% (4/10),100% (4/4),1/2,30% (3/10),33% (1/3),2/4,2/3,0/0,1/1,0/0
2018 Miami R64,L vs Sock,36% (4/11),75% (3/4),1/4,50% (5/10),20% (1/5),0/2,0/0,1/1,0/0,1/1
2018 Miami R128,W vs Basic,64% (7/11),71% (5/7),1/2,30% (3/10),33% (1/3),3/4,1/1,1/1,0/0,0/0
2018 Indian Wells R32,L vs Querrey,19% (3/16),67% (2/3),1/4,44% (7/16),43% (3/7),2/2,0/1,3/3,0/0,1/1
2018 Indian Wells R64,W vs Pouille,40% (4/10),100% (4/4),0/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2018 Indian Wells R128,W vs Mahut,73% (8/11),75% (6/8),2/3,50% (5/10),40% (2/5),4/5,1/2,0/0,0/0,0/0
2018 Dubai Q2,L vs Maden,14% (1/7),0% (0/1),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/1
2018 (29 matches),,42.9%,73.5%,30.5%,37.9%,27.3%,73.5%,75.0%,66.7%,91.7%,45.5%
2017 (55 matches),,42.8%,77.0%,26.3%,30.0%,39.9%,84.7%,83.3%,75.0%,86.7%,75.0%
2016 (18 matches),,42.2%,69.0%,18.4%,39.6%,23.1%,58.2%,82.4%,57.7%,71.4%,63.6%
2015 (28 matches),,42.6%,68.5%,10.7%,29.3%,29.9%,89.6%,75.9%,81.5%,78.6%,70.0%
2014 (11 matches),,51.2%,69.8%,40.7%,36.3%,31.1%,78.9%,69.2%,69.2%,66.7%,33.3%
Career (172 matches),,43.5%,72.3%,24.9%,34.4%,31.5%,77.5%,78.0%,71.3%,81.0%,61.0%
