Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Wimbledon R128,L vs Fabbiano,44,61,0.7,18.0%,24.9%,40,50,0.8,18.3%,22.8%,11.4%,6.4%,1.1,9.0%,8.2%
2018 Roland Garros R128,L vs Bemelmans,32,39,0.8,15.4%,18.8%,32,39,0.8,16.7%,20.3%,,,1.3,14.4%,11.1%
2018 Australian Open R128,L vs Baghdatis,33,53,0.6,17.4%,27.9%,33,53,0.6,18.8%,30.1%,,,0.6,6.3%,10.0%
2017 Moscow R32,W vs Safiullin,14,11,1.3,13.9%,10.9%,13,11,1.2,14.1%,12.0%,12.0%,2.2%,0.7,19.8%,28.7%
2016 Australian Open R128,L vs Berdych,16,30,0.5,10.3%,19.4%,14,26,0.5,10.4%,19.3%,7.4%,1.5%,1.9,22.6%,11.6%
2015 Kaohsiung CH R32,W vs Devvarman,26,25,1.0,21.7%,20.8%,26,23,1.1,22.4%,19.8%,14.7%,6.9%,0.5,11.7%,22.5%
2015 Ilkley CH R32,W vs Norrie,12,4,3.0,17.4%,5.8%,10,3,3.3,16.1%,4.8%,9.7%,6.5%,0.4,10.1%,24.6%
2015 Australian Open R128,L vs Murray,28,48,0.6,13.6%,23.3%,23,45,0.5,12.4%,24.3%,9.7%,2.7%,1.4,19.4%,14.1%
Career (8 matches),,205,271,0.8,15.8%,20.9%,191,250,0.8,16.2%,21.2%,7.4%,3.0%,1.0,13.9%,14.1%
