Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),130,490,190,1581,342,1376,143,1579,218,1413,,,,
2025,141,438,209,1552,346,1365,156,1559,221,1398,,,,
2024,260,209,240,1512,335,1360,200,1501,232,1389,189,374,,
2023,156,407,181,1574,296,1394,142,1568,186,1446,,,,
2022,181,316,196,1554,307,1370,161,1557,167,1465,,,,
2021,218,295,270,1463,324,1326,225,1463,213,1419,,,,
2020,279,188,255,1430,271,1299,211,1434,,,186,401,,
2019,339,115,317,1426,326,1366,293,1389,,,205,340,,
2018,334,70,346,1343,340,1299,320,1317,,,199,323,,
2017,359,123,364,1261,362,1215,326,1249,,,339,165,,
2016,482,81,,,,,,,,,410,138,,
2015,1545,3,,,,,,,,,1029,30,,
2014,1625,2,,,,,,,,,1655,6,,
