Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Bastad R16,L vs Griekspoor,75% (12/16),43% (3/7),1/6,0/5,40% (2/5),0/2,0/1,57% (4/7),29% (2/7)
2021 Napoli CH F,L vs Griekspoor,67% (4/6),25% (1/4),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2020 Sardinia R16,L vs Musetti,50% (3/6),0% (0/1),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 Cordenons CH R32,L vs Tabilo,62% (8/13),50% (2/4),1/2,0/0,29% (2/7),2/4,2/3,78% (7/9),33% (3/9)
2019 Cordenons CH R64,W vs Doumbia,90% (9/10),75% (3/4),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Tampere CH R64,L vs Kuzmanov,71% (12/17),50% (5/10),1/3,0/1,58% (7/12),2/5,0/1,- (0/0),- (0/0)
2019 M25 Karlsruhe SF,W vs Blancaneaux,64% (9/14),71% (5/7),3/3,1/1,56% (5/9),1/1,0/0,67% (4/6),60% (3/5)
2019 Bordeaux CH R32,L vs Janvier,60% (3/5),40% (2/5),0/0,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2019 Francavilla Al Mare CH R32,L vs Travaglia,38% (6/16),43% (3/7),0/0,0/0,43% (3/7),0/2,0/1,50% (3/6),33% (2/6)
2019 Francavilla Al Mare CH R64,W vs Vavassori,75% (9/12),50% (6/12),2/3,1/1,57% (4/7),2/3,0/0,- (0/0),- (0/0)
2019 Barletta CH R64,W vs Haerteis,67% (10/15),67% (2/3),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula F,L vs Sinner,40% (2/5),0% (0/5),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula SF,W vs Petrone,77% (10/13),38% (3/8),2/4,1/3,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula QF,W vs Fonio,69% (9/13),21% (3/14),2/5,1/4,78% (7/9),0/0,0/0,75% (3/4),80% (4/5)
2019 M25 Santa Margherita Di Pula R16,W vs Musetti,62% (8/13),44% (4/9),2/3,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 M15 Porec F,W vs Chazal,59% (10/17),47% (7/15),2/3,1/1,54% (7/13),0/1,0/0,- (0/0),- (0/0)
2019 M15 Porec SF,W vs Kirkin,80% (8/10),57% (4/7),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 M15 Porec QF,W vs Razborsek,54% (7/13),56% (5/9),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 M15 Porec R16,W vs Lindell,73% (8/11),80% (4/5),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 M15 Porec R32,W vs Meis,70% (7/10),56% (5/9),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2025 (1 matches),,75.0%,42.9%,16.7%,0.0%,40.0%,0.0%,0.0%,57.1%,28.6%
2021 (1 matches),,66.7%,25.0%,-,-,20.0%,0.0%,0.0%,-,-
2020 (1 matches),,50.0%,0.0%,-,-,20.0%,0.0%,0.0%,-,-
2019 (24 matches),,64.9%,44.7%,65.5%,61.5%,54.4%,39.4%,42.9%,64.5%,45.2%
2018 (8 matches),,53.8%,46.9%,66.7%,50.0%,60.5%,60.6%,73.9%,75.0%,39.3%
Career (48 matches),,59.9%,44.6%,62.7%,52.5%,53.9%,41.9%,50.0%,67.5%,34.9%
