Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,5,3,62.5%,11-9,55.0%,94-92,50.5%,0-0,-,8,78.5%,22.6%,5.9%,4.0%,56.7%,69.5%,55.6%,63.5%,38.7%,50.4%,1.06,QF (2x)
2025,44,25,19,56.8%,54-45,54.5%,484-469,50.8%,8-2,80.0%,43,74.2%,26.6%,2.9%,3.5%,64.5%,65.5%,52.9%,61.0%,39.6%,50.3%,1.02,W (Perugia)
2024,37,19,18,51.4%,42-41,50.6%,410-397,50.8%,2-7,22.2%,37,71.0%,30.7%,2.2%,3.2%,66.0%,63.5%,51.1%,59.3%,40.8%,50.2%,1.00,F (Szczecin)
2023,47,27,20,57.4%,57-48,54.3%,506-487,51.0%,10-6,62.5%,47,71.1%,31.3%,2.7%,4.1%,67.0%,64.2%,50.6%,59.7%,41.9%,50.8%,1.04,W (Bad Waltersdorf)
2022,47,25,22,53.2%,60-54,52.6%,543-534,50.4%,7-7,50.0%,47,72.5%,28.5%,4.2%,5.8%,62.9%,66.4%,48.0%,59.6%,41.1%,50.3%,1.02,W (Vicenza)
2021,41,21,20,51.2%,46-50,47.9%,460-473,49.3%,5-12,29.4%,41,74.6%,26.4%,2.9%,3.6%,67.1%,64.5%,53.1%,60.8%,39.5%,50.0%,1.01,W (Rome 1)
2020,15,4,11,26.7%,15-23,39.5%,165-194,46.0%,1-3,25.0%,15,73.9%,19.0%,6.3%,3.8%,63.4%,66.5%,48.5%,59.9%,36.6%,48.2%,0.91,SF (Forli)
2019,44,22,22,50.0%,50-44,53.2%,449-459,49.4%,9-4,69.2%,44,75.3%,22.8%,4.7%,4.3%,59.8%,69.7%,51.1%,62.2%,37.8%,49.7%,1.00,QF (Vicenza)
2018,20,8,12,40.0%,20-28,41.7%,217-256,45.9%,7-4,63.6%,20,69.6%,21.6%,3.7%,4.0%,57.9%,65.7%,50.9%,59.5%,35.3%,47.9%,0.87,QF (3x)
2017,15,4,11,26.7%,11-23,32.4%,144-184,43.9%,1-4,20.0%,15,69.6%,19.1%,5.3%,5.3%,56.8%,67.6%,47.5%,58.9%,35.6%,47.1%,0.87,QF (2x)
2016,10,3,7,30.0%,10-15,40.0%,105-126,45.5%,1-1,50.0%,10,69.0%,22.4%,3.5%,3.4%,60.7%,64.5%,48.6%,58.3%,36.9%,47.9%,0.88,QF (Rome)
2015,3,0,3,0.0%,1-6,14.3%,30-41,42.3%,0-0,-,3,62.9%,22.2%,3.0%,3.5%,65.2%,61.2%,50.7%,57.6%,36.1%,46.4%,0.85,R32 (3x)
Career,331,163,168,49.2%,377-386,49.4%,3607-3712,49.3%,51-50,50.5%,330,72.7%,26.2%,3.6%,4.1%,63.4%,65.7%,50.7%,60.2%,39.3%,49.8%,0.99,
