Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2015 Scottsdale AZ $50K R32,L vs Cepede Royg,50% (8/16),50% (3/6),1/1,0/0,67% (8/12),0/2,0/1,- (0/0),- (0/0)
2015 Waco TX $50K R16,L vs Glushko,17% (1/6),50% (1/2),0/0,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
2015 Toronto $50K R16,L vs Zhao,50% (5/10),29% (2/7),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2015 Toronto $50K R32,W vs Fichman,64% (7/11),83% (5/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Saguenay $50K R16,L vs Robillard Millette,60% (6/10),67% (4/6),1/3,0/0,22% (2/9),1/3,0/1,- (0/0),- (0/0)
2015 Rock Hill SC $25K R16,L vs Zhu,63% (5/8),43% (3/7),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2015 Rock Hill SC $25K R32,W vs Stojanovic,39% (7/18),70% (7/10),2/5,1/3,60% (9/15),0/1,0/0,- (0/0),- (0/0)
2015 Kirkland WA $50K R32,L vs Jaksic,33% (5/15),55% (6/11),1/2,0/0,59% (10/17),0/2,0/1,- (0/0),- (0/0)
2015 Vancouver BC $100K R32,L vs Tig,40% (4/10),15% (2/13),0/0,0/0,64% (9/14),2/4,0/1,- (0/0),- (0/0)
2015 Bucharest R16,L vs Errani,22% (2/9),67% (6/9),0/0,0/0,38% (5/13),1/3,0/1,33% (2/6),50% (3/6)
2015 Bucharest R32,W vs Bondarenko,71% (10/14),50% (4/8),2/2,1/1,20% (1/5),0/1,0/0,- (0/0),- (0/0)
2015 Versmold $50K R32,L vs Schaefer,46% (6/13),44% (4/9),1/2,0/0,38% (5/13),0/2,0/1,100% (4/4),75% (3/4)
2014 Tashkent R32,L vs Ostapenko,100% (3/3),42% (5/12),0/0,0/0,46% (6/13),2/4,0/1,- (0/0),- (0/0)
2014 US Open R64,L vs Lucic,50% (10/20),20% (1/5),1/1,0/0,44% (4/9),2/4,0/1,43% (3/7),71% (5/7)
2014 US Open R128,W vs Konta,73% (8/11),44% (4/9),2/5,1/2,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2014 Baku QF,L vs Voegele,83% (5/6),47% (7/15),1/1,0/0,43% (6/14),3/5,0/1,- (0/0),- (0/0)
2014 Baku R16,W vs Dolonc,33% (7/21),67% (8/12),2/3,1/2,40% (4/10),0/1,0/0,- (0/0),- (0/0)
2014 Baku R32,W vs Meusburger,46% (6/13),55% (6/11),2/4,1/3,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2014 Istanbul R16,L vs Pliskova,45% (5/11),40% (2/5),0/0,0/0,55% (6/11),3/5,1/2,- (0/0),- (0/0)
2014 Istanbul R32,W vs Kulichkova,58% (7/12),35% (6/17),2/2,1/1,17% (1/6),0/1,0/0,- (0/0),- (0/0)
2015 (12 matches),,47.1%,50.0%,58.8%,60.0%,48.0%,23.1%,10.0%,60.0%,60.0%
2014 (26 matches),,55.3%,47.2%,65.7%,64.3%,46.2%,42.4%,39.3%,61.1%,64.7%
2013 (23 matches),,56.4%,48.2%,75.0%,80.0%,54.7%,48.4%,44.4%,80.0%,75.0%
2012 (29 matches),,50.7%,46.4%,54.8%,45.5%,37.8%,48.4%,50.0%,40.0%,23.8%
2011 (11 matches),,61.1%,46.0%,61.9%,75.0%,54.7%,36.8%,37.5%,42.9%,40.7%
Career (102 matches),,53.7%,47.4%,63.3%,64.6%,47.3%,43.5%,41.8%,50.6%,45.6%
