Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,28,16,12,57.1%,3,1,2,33.3%,2005,2016,QF,18,1.05,1.7%,4.7%,66.0%,60.5%,46.6%,55.8%,46.3%,48.9%,42.4%
Roland Garros,10,Clay,24,14,10,58.3%,2,1,1,50.0%,2005,2015,R16,17,0.97,1.3%,4.7%,63.0%,59.2%,42.7%,53.1%,45.6%,54.4%,47.2%
Wimbledon,11,Grass,24,13,11,54.2%,3,1,2,33.3%,2005,2015,R16,16,1.00,2.6%,3.7%,67.3%,62.0%,46.6%,57.0%,42.8%,58.5%,37.8%
US Open,12,Hard,29,17,12,58.6%,10,4,6,40.0%,2004,2015,QF,21,1.03,1.6%,4.3%,64.4%,61.1%,47.3%,56.2%,45.1%,55.5%,46.4%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,2008,2012,R32,1,0.51,0.0%,10.4%,58.3%,42.9%,30.0%,37.5%,31.7%,0.0%,25.0%
Fed Cup,12,,42,27,15,64.3%,6,4,2,66.7%,2004,2016,,1,1.74,3.9%,2.0%,78.4%,70.0%,54.5%,66.7%,57.9%,80.0%,62.5%
Miami,12,Hard,29,17,12,58.6%,6,3,3,50.0%,2004,2015,SF,21,1.03,1.2%,5.4%,64.2%,60.7%,44.4%,54.9%,46.5%,56.0%,50.9%
Indian Wells,10,Hard,26,16,10,61.5%,11,7,4,63.6%,2006,2015,QF,22,1.03,1.2%,5.5%,64.5%,63.1%,41.1%,55.3%,46.1%,46.3%,49.3%
Cincinnati,6,Hard,14,8,6,57.1%,3,2,1,66.7%,2005,2014,QF,8,0.99,1.4%,6.3%,61.6%,63.8%,42.9%,55.8%,43.7%,42.3%,45.3%
Rome,6,Clay,13,7,6,53.8%,1,1,0,100.0%,2006,2014,R16,13,1.00,2.2%,4.4%,66.8%,60.0%,41.3%,53.8%,46.4%,46.8%,47.6%
Eastbourne,6,Grass,8,2,6,25.0%,0,0,0,-,2006,2013,QF,8,0.91,1.7%,3.7%,71.6%,57.6%,50.0%,55.4%,40.6%,54.2%,29.6%
Pattaya,5,Hard,17,13,4,76.5%,2,1,1,50.0%,2005,2015,W,5,1.12,2.6%,4.9%,62.8%,64.4%,45.2%,57.3%,47.9%,52.9%,50.0%
