Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2014 Tashkent R32,L vs Ostapenko,9,19,0.5,6.9%,14.6%,8,15,0.5,7.1%,13.4%,1.8%,5.4%,0.8,20.0%,25.4%
2014 US Open R64,L vs Lucic,10,22,0.5,5.0%,11.1%,10,16,0.6,5.6%,8.9%,3.3%,2.2%,0.8,20.6%,25.6%
2014 US Open R128,W vs Konta,17,19,0.9,13.7%,15.3%,16,14,1.1,14.4%,12.6%,7.2%,7.2%,0.4,12.1%,27.4%
2014 Istanbul R16,L vs Pliskova,22,41,0.5,15.5%,28.9%,20,28,0.7,16.0%,22.4%,11.2%,4.0%,0.4,8.5%,19.7%
2014 Wimbledon R128,L vs Wozniacki,16,21,0.8,15.2%,20.0%,16,19,0.8,15.7%,18.6%,10.8%,4.9%,1.4,12.4%,8.6%
2014 Roland Garros R128,L vs Bouchard,8,7,1.1,8.6%,7.5%,8,4,2.0,9.1%,4.5%,3.4%,4.5%,1.6,29.0%,18.3%
2013 Baku SF,W vs Linette,9,10,0.9,10.1%,11.2%,7,9,0.8,8.2%,10.6%,5.9%,2.4%,0.4,15.7%,36.0%
2013 Roland Garros R128,L vs Radwanska,17,24,0.7,18.9%,26.7%,16,20,0.8,19.0%,23.8%,,,1.6,14.4%,8.9%
2013 Australian Open R64,L vs Date Krumm,16,44,0.4,11.4%,31.4%,15,42,0.4,11.2%,31.3%,,,0.5,12.1%,22.9%
2012 Olympics R64,L vs Sharapova,2,15,0.1,2.2%,16.9%,2,10,0.2,2.5%,12.3%,1.2%,1.2%,1.2,22.5%,19.1%
2012 Roland Garros R64,L vs Ivanovic,6,23,0.3,7.1%,27.1%,6,19,0.3,7.7%,24.4%,,,1.0,17.6%,17.6%
2012 Australian Open R64,L vs Lisicki,3,8,0.4,3.7%,9.9%,3,8,0.4,3.9%,10.4%,,,0.9,24.7%,27.2%
2012 Hobart SF,L vs Wickmayer,18,29,0.6,12.4%,20.0%,17,25,0.7,12.5%,18.4%,5.9%,6.6%,1.2,20.7%,17.2%
2011 US Open R64,L vs Stephens,14,38,0.4,11.7%,31.7%,14,37,0.4,12.6%,33.3%,8.1%,3.6%,0.9,15.0%,17.5%
2011 US Open R128,W vs Mirza,27,36,0.8,14.2%,18.9%,25,32,0.8,14.7%,18.8%,12.4%,2.4%,0.5,12.6%,25.8%
2011 Roland Garros R128,L vs Martinez Sanchez,17,36,0.5,12.6%,26.7%,16,32,0.5,13.0%,26.0%,10.6%,2.4%,0.8,14.8%,18.5%
2011 Australian Open R32,L vs Pennetta,34,41,0.8,16.6%,20.0%,31,35,0.9,16.3%,18.4%,,,0.9,14.6%,16.1%
2011 Australian Open R64,W vs Cirstea,26,35,0.7,18.4%,24.8%,25,32,0.8,18.7%,23.9%,,,0.6,14.2%,22.7%
2011 Australian Open R128,W vs Johansson,25,18,1.4,29.1%,20.9%,23,16,1.4,30.3%,21.1%,,,0.3,7.0%,26.7%
2006 US Open R16,L vs Henin,3,16,0.2,4.0%,21.3%,3,15,0.2,4.3%,21.4%,4.3%,0.0%,3.0,24.0%,8.0%
Career (20 matches),,299,502,0.6,12.1%,20.4%,281,428,0.7,12.4%,18.9%,4.6%,2.4%,0.8,16.2%,20.8%
