Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2016,1153,5,,,,,,,,,,
2015,177,293,137,1601,132,1564,124,1556,125,1522,145,469
2014,117,484,129,1631,120,1594,117,1586,122,1510,70,1137
2013,77,801,117,1658,105,1635,103,1615,98,1546,127,608
2012,74,851,87,1735,73,1707,65,1690,81,1587,78,1085
2011,37,1460,31,1890,30,1846,31,1816,38,1685,51,1650
2010,13,3365,17,2000,17,1930,15,1925,22,1776,24,3155
2009,30,1780,28,1910,26,1854,31,1806,28,1749,,
2008,38,753,45,1822,46,1766,35,1775,30,1705,,
2007,17,1675,22,1981,21,1916,17,1920,21,1769,,
2006,20,894,19,1987,22,1898,10,1942,33,1700,,
2005,45,720,50,1832,46,1776,57,1731,58,1640,,
2004,176,187,160,1579,146,1561,164,1508,,,,
2003,492,27,,,,,,,,,,
2002,893,6,,,,,,,,,,
