Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2015 Scottsdale AZ $50K R32,L vs Cepede Royg,38% (5/13),60% (3/5),0/3,50% (6/12),33% (2/6),3/3,1/1,1/2,0/0,1/1
2015 Waco TX $50K R16,L vs Glushko,29% (2/7),50% (1/2),1/6,100% (7/7),14% (1/7),0/1,0/0,0/0,0/0,0/0
2015 Toronto $50K R16,L vs Zhao,30% (3/10),67% (2/3),0/3,56% (5/9),20% (1/5),1/2,0/0,0/1,0/0,0/0
2015 Toronto $50K R32,W vs Fichman,75% (6/8),83% (5/6),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2015 Saguenay $50K R16,L vs Robillard Millette,31% (4/13),100% (4/4),1/6,54% (7/13),0% (0/7),1/3,0/0,0/1,0/0,0/1
2015 Rock Hill SC $25K R16,L vs Zhu,40% (4/10),75% (3/4),3/5,50% (5/10),0% (0/5),3/3,0/0,2/2,0/0,1/1
2015 Rock Hill SC $25K R32,W vs Stojanovic,54% (7/13),100% (7/7),4/5,62% (8/13),25% (2/8),2/6,1/2,0/1,0/1,0/0
2015 Kirkland WA $50K R32,L vs Jaksic,54% (7/13),86% (6/7),4/7,75% (9/12),22% (2/9),4/5,0/1,1/1,0/0,0/0
2015 Vancouver BC $100K R32,L vs Tig,56% (5/9),40% (2/5),1/4,78% (7/9),29% (2/7),0/2,0/0,1/2,0/0,0/0
2015 Bucharest R16,L vs Errani,70% (7/10),86% (6/7),4/7,80% (8/10),0% (0/8),1/5,0/0,0/1,0/0,0/1
2015 Bucharest R32,W vs Bondarenko,43% (6/14),67% (4/6),2/3,36% (5/14),20% (1/5),4/4,2/2,0/1,1/1,0/0
2015 Versmold $50K R32,L vs Schaefer,43% (6/14),67% (4/6),1/6,64% (9/14),11% (1/9),2/4,0/0,1/3,0/0,0/1
2014 Tashkent R32,L vs Ostapenko,64% (7/11),71% (5/7),3/7,80% (8/10),13% (1/8),2/5,0/0,0/0,0/0,0/0
2014 US Open R64,L vs Lucic,21% (3/14),33% (1/3),0/3,47% (7/15),29% (2/7),1/1,0/0,2/4,0/0,0/1
2014 US Open R128,W vs Konta,50% (4/8),100% (4/4),1/1,44% (4/9),75% (3/4),2/3,1/1,0/0,1/1,0/0
2014 Baku QF,L vs Voegele,62% (8/13),88% (7/8),3/6,62% (8/13),0% (0/8),2/7,1/1,0/2,0/0,0/1
2014 Baku R16,W vs Dolonc,62% (8/13),100% (8/8),3/5,46% (6/13),0% (0/6),5/7,1/1,0/1,0/0,0/0
2014 Baku R32,W vs Meusburger,78% (7/9),86% (6/7),3/3,67% (6/9),50% (3/6),3/4,0/1,0/0,0/1,0/0
2014 Istanbul R16,L vs Pliskova,40% (4/10),50% (2/4),2/5,60% (6/10),17% (1/6),2/2,0/0,1/1,0/0,0/0
2014 Istanbul R32,W vs Kulichkova,50% (6/12),100% (6/6),2/5,42% (5/12),0% (0/5),4/6,2/2,1/1,1/1,0/0
2015 (12 matches),,46.3%,75.8%,38.2%,58.5%,15.8%,58.5%,66.7%,40.0%,50.0%,40.0%
2014 (26 matches),,44.4%,79.7%,34.8%,56.1%,13.5%,57.1%,84.6%,42.9%,66.7%,18.2%
2013 (23 matches),,44.8%,81.0%,34.8%,59.3%,19.1%,67.1%,71.4%,41.7%,66.7%,36.4%
2012 (29 matches),,43.1%,75.6%,31.6%,57.5%,13.7%,54.3%,72.2%,46.0%,83.3%,46.2%
2011 (11 matches),,51.8%,78.0%,21.9%,46.2%,29.1%,69.8%,56.3%,64.3%,50.0%,50.0%
Career (102 matches),,44.9%,78.1%,32.9%,56.5%,16.5%,60.4%,70.1%,46.2%,64.3%,39.0%
