Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,4,2,2,50.0%,5-5,50.0%,41-41,50.0%,0-0,-,0,,,,,,,,,,,,
2015,4,1,3,25.0%,2-7,22.2%,32-52,38.1%,0-2,0.0%,4,47.6%,30.0%,1.2%,5.2%,63.5%,51.9%,45.1%,49.4%,38.2%,43.8%,0.75,R16 (Bucharest)
2014,31,12,19,38.7%,31-42,42.5%,299-353,45.9%,4-0,100.0%,26,-,-,1.1%,6.8%,62.4%,59.4%,40.1%,52.2%,45.5%,48.8%,0.95,QF (3x)
2013,28,12,16,42.9%,27-37,42.2%,271-306,47.0%,4-1,80.0%,23,-,-,0.9%,4.8%,65.4%,58.2%,41.6%,52.5%,45.4%,48.9%,0.95,F (Baku)
2012,41,16,25,39.0%,38-54,41.3%,403-453,47.1%,4-5,44.4%,36,-,-,1.8%,5.3%,63.3%,58.7%,41.3%,52.3%,45.0%,48.6%,0.94,SF (Hobart)
2011,48,26,22,54.2%,56-54,50.9%,507-500,50.3%,4-4,50.0%,41,-,-,1.8%,4.3%,64.0%,61.3%,43.4%,54.9%,44.1%,49.4%,0.98,F (Washington)
2010,71,49,22,69.0%,100-58,63.3%,790-638,55.3%,6-6,50.0%,63,-,-,2.3%,4.5%,64.7%,64.2%,46.5%,58.0%,46.1%,52.1%,1.10,F (Hobart)
2009,61,39,22,63.9%,80-51,61.1%,649-541,54.5%,8-3,72.7%,50,-,-,2.2%,3.0%,66.1%,61.3%,46.9%,56.4%,47.6%,52.0%,1.09,W (2x)
2008,50,26,24,52.0%,58-56,50.9%,521-515,50.3%,5-5,50.0%,37,-,-,1.7%,3.9%,68.8%,61.6%,43.7%,56.0%,45.6%,50.8%,1.04,SF (2x)
2007,64,43,21,67.2%,93-48,66.0%,719-578,55.4%,9-4,69.2%,58,-,-,2.0%,4.2%,65.7%,62.0%,48.0%,57.2%,46.4%,51.7%,1.08,F (Memphis)
2006,63,43,20,68.3%,93-52,64.1%,746-572,56.6%,9-9,50.0%,30,-,-,1.7%,5.4%,64.5%,60.2%,45.0%,54.8%,47.4%,51.0%,1.05,W (3x)
2005,45,24,21,53.3%,56-53,51.4%,511-510,50.0%,3-4,42.9%,5,-,-,1.7%,5.4%,55.5%,58.8%,41.0%,50.9%,44.9%,47.8%,0.91,QF (5x)
2004,7,3,4,42.9%,7-8,46.7%,60-67,47.2%,0-0,-,0,,,,,,,,,,,,QF (Seoul)
Career,517,296,221,57.3%,646-525,55.2%,5549-5126,52.0%,56-43,56.6%,373,47.6%,30.0%,1.8%,4.5%,64.9%,61.1%,44.6%,55.4%,45.9%,50.6%,1.03,
