Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Miami R16,L vs Muchova,50% (2/4),- (0/0),0/0,0/0,0% (0/5),2/4,2/3,- (0/0),- (0/0)
2026 Miami R32,W vs Linette,71% (10/14),40% (2/5),2/3,1/2,50% (1/2),0/0,0/0,100% (4/4),60% (3/5)
2026 Indian Wells R16,L vs Noskova,40% (2/5),0% (0/1),0/0,0/0,38% (3/8),2/4,0/1,- (0/0),- (0/0)
2026 Dubai QF,L vs Gauff,100% (1/1),50% (1/2),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2026 Abu Dhabi QF,L vs Alexandrova,40% (4/10),25% (2/8),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2026 Auckland QF,W vs Linette,64% (7/11),36% (5/14),2/5,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2025 Osaka R32,L vs Valentova,33% (2/6),17% (1/6),0/0,0/0,40% (4/10),1/3,1/2,- (0/0),- (0/0)
2025 Sao Paulo QF,L vs Tjen,67% (4/6),33% (1/3),0/0,0/0,29% (2/7),2/4,1/2,- (0/0),- (0/0)
2025 Wimbledon R128,L vs Krejcikova,43% (6/14),33% (3/9),1/3,0/0,63% (10/16),3/5,0/1,- (0/0),- (0/0)
2025 Eastbourne F,L vs Joint,59% (10/17),67% (6/9),1/5,0/4,33% (2/6),2/4,1/2,36% (4/11),55% (6/11)
2025 Madrid R64,L vs Swiatek,47% (7/15),50% (5/10),1/3,0/0,56% (9/16),1/3,1/2,- (0/0),- (0/0)
2025 Madrid R128,W vs Tomova,55% (6/11),67% (6/9),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2025 Miami SF,L vs Pegula,61% (11/18),42% (5/12),1/3,0/0,29% (2/7),1/3,1/2,40% (2/5),20% (1/5)
2025 Miami QF,W vs Swiatek,50% (5/10),80% (8/10),2/2,1/1,44% (4/9),0/0,0/0,- (0/0),- (0/0)
2025 Miami R32,W vs Keys,55% (6/11),46% (6/13),2/3,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2024 W100 Vitoria - Gasteiz F,W vs Jimenez Kasintseva,70% (7/10),38% (5/13),2/3,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2022 W60 Madrid SF,W vs Sebov,64% (7/11),83% (5/6),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Cluj-Napoca 1 R16,L vs Sherif,80% (4/5),0% (0/6),0/0,0/0,0% (0/4),2/4,0/1,- (0/0),- (0/0)
2021 W15 Manacor QF,L vs Selekhmeteva,60% (3/5),50% (2/4),0/0,0/0,50% (5/10),6/8,0/1,- (0/0),- (0/0)
2021 W15 Manacor R32,W vs Lantigua De La Nuez,70% (7/10),71% (5/7),2/3,1/2,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2026 (6 matches),,57.8%,33.3%,50.0%,66.7%,40.0%,38.5%,33.3%,100.0%,60.0%
2025 (9 matches),,52.8%,50.6%,47.6%,42.9%,47.6%,45.5%,45.5%,37.5%,43.8%
2024 (1 matches),,70.0%,38.5%,66.7%,100.0%,50.0%,-,-,-,-
2022 (1 matches),,63.6%,83.3%,50.0%,100.0%,-,-,-,-,-
2021 (3 matches),,70.0%,41.2%,66.7%,50.0%,50.0%,66.7%,0.0%,-,-
Career (20 matches),,57.2%,46.3%,51.3%,57.1%,45.9%,48.9%,36.8%,50.0%,47.6%
