Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Jessika Ponchet [FRA],2,3,40.0%,2,2,0,100.0%,2022,2024,1,1.16,2.6%,3.9%,63.6%,63.3%,57.1%,61.0%,45.0%,60.0%,50.0%
4,Magda Linette [POL],2,2,50.0%,2,1,1,50.0%,2024,2026,4,1.01,0.7%,5.0%,63.7%,60.3%,55.9%,58.7%,41.7%,58.6%,32.3%
4,Tatjana Maria [GER],0,4,0.0%,0,0,0,-,2023,2024,4,0.63,0.0%,8.1%,53.2%,50.5%,33.3%,42.5%,36.4%,31.3%,42.9%
4,Oksana Selekhmeteva [RUS],1,3,25.0%,2,2,0,100.0%,2021,2024,0,,,,,,,,,,
3,Zeynep Sonmez [TUR],3,0,100.0%,1,1,0,100.0%,2023,2026,2,1.48,1.8%,3.6%,65.5%,66.7%,55.3%,62.7%,55.2%,37.5%,45.8%
3,Julia Riera [ARG],2,1,66.7%,1,0,1,0.0%,2024,2025,2,1.24,0.0%,3.4%,73.3%,65.4%,48.7%,61.0%,48.3%,33.3%,50.0%
3,Arianne Hartono [NED],3,0,100.0%,1,1,0,100.0%,2023,2025,2,1.38,3.6%,7.2%,55.9%,69.4%,51.0%,61.3%,53.6%,76.5%,64.7%
3,Valentina Ryser [SUI],2,1,66.7%,0,0,0,-,2023,2025,2,1.03,1.3%,6.0%,68.5%,60.8%,38.3%,53.7%,47.7%,66.7%,62.5%
3,Simona Waltert [SUI],1,2,33.3%,0,0,0,-,2021,2025,1,0.58,3.3%,1.7%,73.3%,61.4%,25.0%,51.7%,28.0%,66.7%,50.0%
3,Taylah Preston [AUS],3,0,100.0%,0,0,0,-,2024,2024,2,1.12,1.1%,5.3%,64.2%,60.0%,38.8%,52.4%,53.3%,40.9%,63.0%
3,Anna Bondar [HUN],1,2,33.3%,1,1,0,100.0%,2022,2024,1,0.49,2.5%,10.0%,50.0%,30.0%,35.0%,32.5%,33.3%,40.0%,0.0%
3,Destanee Aiava [AUS],1,2,33.3%,0,0,0,-,2023,2023,0,,,,,,,,,,
3,Alba Carrillo Marin [ESP],3,0,100.0%,1,1,0,100.0%,2020,2021,0,,,,,,,,,,
2,Coco Gauff [USA],1,1,50.0%,0,0,0,-,2026,2026,2,0.89,0.0%,1.5%,61.5%,42.5%,44.0%,43.1%,50.6%,33.3%,75.0%
2,Dayana Yastremska [UKR],2,0,100.0%,0,0,0,-,2025,2026,2,1.18,1.4%,3.4%,72.6%,57.5%,50.0%,55.5%,52.4%,35.7%,53.8%
