Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2023,2026,R128,4,0.92,2.3%,5.7%,57.5%,56.4%,50.4%,53.8%,42.3%,47.4%,25.5%
Roland Garros,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2024,2025,R128,4,1.05,0.3%,4.1%,68.0%,54.3%,47.3%,52.0%,50.5%,48.8%,56.8%
Wimbledon,2,Grass,4,2,2,50.0%,3,2,1,66.7%,2024,2025,R128,4,0.92,1.1%,2.8%,62.5%,60.4%,46.7%,55.3%,41.1%,56.8%,46.7%
US Open,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2024,2025,R64,5,1.04,1.3%,3.2%,65.4%,60.7%,44.2%,55.0%,47.0%,30.6%,40.0%
Miami,6,Hard,13,7,6,53.8%,5,3,2,60.0%,2021,2026,SF,13,0.99,1.9%,4.3%,61.8%,57.7%,45.9%,53.2%,46.5%,48.3%,50.0%
Abu Dhabi,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2024,2026,QF,4,0.92,0.6%,4.1%,70.3%,53.8%,50.0%,52.7%,43.7%,45.7%,34.1%
Guangzhou,3,Hard,7,4,3,57.1%,2,1,1,50.0%,2023,2025,R32,7,1.03,3.0%,5.0%,63.2%,58.6%,51.3%,55.9%,45.4%,61.8%,45.5%
Osaka,2,Hard,4,2,2,50.0%,0,0,0,-,2023,2025,R32,4,0.97,1.1%,4.9%,66.8%,60.9%,36.0%,52.6%,45.8%,42.4%,35.0%
Wuhan,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,R64,2,0.87,0.8%,3.1%,69.5%,56.2%,35.9%,50.0%,43.3%,25.0%,35.3%
Guadalajara 125,2,Hard,7,6,1,85.7%,4,3,1,75.0%,2024,2025,W,7,1.11,1.6%,5.5%,62.8%,66.2%,43.8%,57.9%,46.7%,55.0%,45.8%
