Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 US Open R16,L vs Haddad Maia,53% (8/15),19% (3/16),1/1,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2024 US Open R32,W vs Ponchet,82% (9/11),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 US Open R64,W vs Zarazua,78% (7/9),56% (5/9),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2024 US Open R128,W vs Hibino,78% (7/9),71% (5/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Cincinnati R64,W vs Kalinina,62% (8/13),67% (4/6),2/3,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics R64,W vs Sherif,50% (9/18),43% (6/14),2/2,1/1,58% (7/12),0/1,0/0,- (0/0),- (0/0)
2024 Wimbledon R32,L vs Rybakina,33% (1/3),0% (0/1),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R64,W vs Fernandez,61% (11/18),36% (4/11),2/4,1/1,71% (10/14),3/4,2/2,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Parks,88% (7/8),100% (5/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Bad Homburg R32,W vs Svitolina,57% (12/21),58% (7/12),2/3,1/2,58% (7/12),0/1,0/0,33% (2/6),40% (2/5)
2024 Madrid R128,L vs Errani,50% (8/16),73% (8/11),1/1,0/0,56% (10/18),4/6,1/2,- (0/0),- (0/0)
2024 Charleston R64,W vs Kessler,86% (6/7),50% (6/12),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2024 Miami R64,L vs Kalinina,61% (11/18),26% (5/19),1/3,0/1,71% (15/21),3/5,3/4,- (0/0),- (0/0)
2024 Miami R128,W vs Burel,78% (7/9),45% (5/11),2/5,1/4,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells R16,W vs Kerber,78% (7/9),42% (5/12),2/4,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells R32,W vs Volynets,50% (9/18),50% (7/14),2/5,1/1,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2024 Indian Wells R64,W vs Vekic,69% (9/13),50% (3/6),2/3,1/1,88% (7/8),0/0,0/0,67% (4/6),50% (3/6)
2024 Indian Wells R128,W vs Zhu,70% (7/10),71% (5/7),2/5,1/1,60% (3/5),0/0,0/0,71% (5/7),43% (3/7)
2023 US Open R16,L vs Gauff,58% (7/12),30% (3/10),1/1,0/0,29% (2/7),3/5,1/2,- (0/0),- (0/0)
2023 US Open R32,W vs Brady,83% (10/12),50% (6/12),2/3,1/1,57% (4/7),0/1,0/0,- (0/0),- (0/0)
2024 (18 matches),,63.6%,48.0%,63.3%,70.0%,63.1%,50.0%,66.7%,57.9%,44.4%
2023 (5 matches),,65.5%,44.6%,60.0%,57.1%,55.9%,50.0%,50.0%,66.7%,50.0%
2020 (6 matches),,57.1%,40.6%,45.5%,36.4%,60.4%,44.4%,33.3%,-,-
2019 (29 matches),,58.1%,46.5%,52.6%,39.1%,56.3%,45.7%,31.3%,60.6%,54.5%
2018 (56 matches),,59.9%,49.8%,55.0%,59.4%,60.1%,53.3%,54.5%,58.9%,41.1%
Career (552 matches),,59.9%,49.7%,55.1%,54.2%,58.4%,46.0%,44.5%,56.0%,43.1%
