Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,50,37,13,74.0%,9,5,4,55.6%,2008,2024,W,45,1.19,3.6%,3.0%,67.0%,65.3%,49.0%,59.9%,47.5%,61.3%,46.2%
Roland Garros,12,Clay,33,21,12,63.6%,11,5,6,45.5%,2007,2019,QF,30,1.13,1.9%,2.5%,68.4%,60.2%,49.3%,56.8%,48.7%,53.5%,47.9%
Wimbledon,15,Grass,42,27,15,64.3%,7,3,4,42.9%,2006,2024,R16,37,1.17,3.8%,2.7%,70.0%,66.6%,49.5%,61.5%,45.1%,59.0%,47.1%
US Open,15,Hard,59,44,15,74.6%,8,6,2,75.0%,2007,2024,F,54,1.19,3.4%,3.6%,66.0%,65.8%,49.3%,60.2%,47.3%,59.3%,46.8%
Olympics,4,,11,7,4,63.6%,1,0,1,0.0%,2008,2024,QF,8,0.99,2.3%,3.1%,72.1%,64.0%,50.9%,60.3%,39.1%,65.8%,41.8%
Fed Cup,8,,20,15,5,75.0%,4,0,4,0.0%,2005,2015,,0,,,,,,,,,,
Indian Wells,14,Hard,49,36,13,73.5%,8,6,2,75.0%,2007,2024,W,48,1.12,2.4%,2.8%,66.2%,63.3%,47.6%,58.0%,47.0%,58.9%,47.5%
Miami,13,Hard,43,30,13,69.8%,9,7,2,77.8%,2008,2024,F,43,1.11,3.0%,3.9%,64.9%,64.1%,48.5%,58.6%,46.0%,59.9%,47.5%
Beijing,13,Hard,39,28,11,71.8%,13,6,7,46.2%,2007,2019,W,35,1.13,2.6%,3.0%,66.1%,63.9%,48.4%,58.6%,46.7%,54.4%,50.0%
Cincinnati,13,Hard,27,14,13,51.9%,2,1,1,50.0%,2005,2024,SF,25,1.04,2.7%,3.9%,65.0%,62.3%,47.6%,57.2%,44.4%,58.1%,44.2%
Eastbourne,11,Grass,38,29,9,76.3%,12,7,5,58.3%,2008,2019,W,38,1.18,4.9%,2.8%,70.8%,67.1%,49.2%,61.8%,44.9%,62.7%,49.1%
Tokyo,11,Hard,34,26,8,76.5%,7,3,4,42.9%,2008,2018,W,30,1.13,3.5%,3.0%,67.5%,64.7%,45.4%,58.4%,47.0%,62.7%,47.6%
Madrid,11,Clay,28,17,11,60.7%,4,3,1,75.0%,2009,2024,F,28,1.08,2.3%,2.1%,71.3%,59.9%,49.3%,56.9%,46.6%,55.7%,50.4%
