Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
17,Agnieszka Radwanska [POL],11,6,64.7%,1,1,0,100.0%,2007,2017,15,1.03,2.3%,2.9%,69.3%,58.0%,46.2%,54.4%,46.9%,50.9%,40.8%
16,Angelique Kerber [GER],8,8,50.0%,5,3,2,60.0%,2008,2024,14,0.95,2.7%,1.6%,71.9%,59.4%,45.6%,55.5%,42.3%,56.3%,43.2%
15,Petra Kvitova [CZE],7,8,46.7%,2,1,1,50.0%,2009,2023,13,0.93,1.8%,2.6%,67.3%,58.6%,49.7%,55.7%,41.3%,57.0%,47.9%
14,Dominika Cibulkova [SVK],10,4,71.4%,6,4,2,66.7%,2007,2017,14,1.10,5.7%,4.2%,64.8%,65.2%,45.0%,58.1%,46.3%,55.8%,46.2%
14,Svetlana Kuznetsova [RUS],8,6,57.1%,6,3,3,50.0%,2008,2017,13,1.09,2.4%,2.7%,66.7%,62.9%,47.4%,57.7%,45.9%,57.5%,47.3%
13,Samantha Stosur [AUS],8,5,61.5%,3,0,3,0.0%,2008,2018,12,1.17,3.8%,3.3%,69.9%,66.6%,47.0%,60.7%,45.9%,59.0%,50.0%
12,Victoria Azarenka [BLR],5,7,41.7%,3,0,3,0.0%,2008,2015,11,0.86,2.1%,2.6%,71.2%,53.8%,37.3%,49.0%,43.9%,55.7%,37.1%
11,Julia Goerges [GER],5,6,45.5%,5,1,4,20.0%,2010,2020,11,1.03,2.4%,2.8%,72.7%,65.4%,46.9%,60.4%,40.7%,58.0%,41.1%
11,Maria Sharapova [RUS],4,7,36.4%,3,1,2,33.3%,2008,2019,9,0.87,1.8%,2.9%,67.2%,57.5%,45.8%,53.7%,40.5%,56.7%,47.8%
11,Jelena Jankovic [SRB],6,5,54.5%,0,0,0,-,2008,2016,11,1.00,2.1%,2.5%,69.7%,60.3%,43.7%,55.3%,44.8%,50.0%,45.1%
11,Serena Williams [USA],1,10,9.1%,3,1,2,33.3%,2009,2014,11,0.82,2.0%,3.6%,65.1%,59.1%,42.3%,53.2%,38.3%,51.0%,59.6%
10,Monica Niculescu [ROU],10,0,100.0%,2,1,1,50.0%,2006,2019,9,1.30,2.0%,1.7%,71.1%,61.8%,49.7%,58.3%,54.1%,65.7%,67.6%
10,Karolina Pliskova [CZE],6,4,60.0%,3,1,2,33.3%,2013,2018,10,1.01,5.3%,3.8%,66.8%,67.0%,47.4%,60.5%,39.7%,60.8%,40.2%
10,Elena Vesnina [RUS],8,2,80.0%,2,2,0,100.0%,2007,2017,10,1.14,4.0%,3.5%,67.0%,64.0%,46.0%,58.1%,47.8%,54.9%,45.7%
10,Sofia Arvidsson [SWE],8,2,80.0%,2,1,1,50.0%,2006,2012,7,1.18,1.9%,2.5%,64.4%,58.8%,50.0%,55.7%,52.3%,49.0%,57.6%
