Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 US Open R32,W vs Ponchet,34.8%,39.1%,66.7%,31.0%,34.5%,60.0%,58.3%,23.5%,-,41.2%,47.1%,80.0%,62.5%,11.1%,-,-104
2024 US Open R64,W vs Zarazua,14.3%,25.0%,62.8%,13.2%,23.7%,63.6%,70.0%,16.7%,0.0%,23.1%,38.5%,60.0%,33.3%,14.3%,0.0%,73
2024 US Open R128,W vs Hibino,27.8%,36.1%,75.0%,37.0%,44.4%,70.6%,50.0%,33.3%,-,0.0%,14.3%,85.7%,0.0%,66.7%,-,-119
2024 Cincinnati R64,W vs Kalinina,32.3%,43.1%,47.5%,47.2%,55.6%,47.4%,52.4%,33.3%,50.0%,16.0%,32.0%,47.6%,54.5%,50.0%,0.0%,40
2024 Olympics R64,W vs Sherif,12.2%,18.9%,51.3%,16.9%,25.4%,55.1%,63.0%,40.6%,50.0%,3.3%,6.7%,44.8%,80.0%,40.0%,-,-81
2024 Wimbledon R32,L vs Rybakina,14.3%,14.3%,29.4%,26.1%,26.1%,23.5%,30.8%,30.0%,40.0%,0.0%,0.0%,35.3%,16.7%,27.3%,25.0%,-119
2024 Wimbledon R64,W vs Fernandez,21.5%,34.6%,49.4%,28.2%,46.5%,60.8%,63.6%,39.5%,37.5%,9.7%,12.9%,28.6%,93.3%,6.3%,0.0%,-23
2024 Wimbledon R128,W vs Parks,31.6%,42.1%,64.0%,39.3%,50.0%,70.6%,54.5%,35.3%,-,11.1%,22.2%,50.0%,83.3%,0.0%,-,-4
2024 Bad Homburg R32,W vs Svitolina,25.2%,34.8%,49.4%,34.3%,50.0%,60.9%,63.6%,40.5%,25.0%,13.2%,13.2%,33.3%,50.0%,18.2%,20.0%,9
2024 Madrid R128,L vs Errani,8.0%,18.0%,46.7%,6.9%,22.4%,51.9%,41.4%,24.1%,0.0%,10.0%,12.5%,38.9%,33.3%,31.8%,50.0%,-46
2024 Charleston R64,W vs Kessler,24.3%,29.7%,64.3%,28.6%,35.7%,65.0%,71.4%,42.9%,-,11.1%,11.1%,62.5%,0.0%,33.3%,0.0%,-104
2024 Miami R64,L vs Kalinina,15.4%,20.0%,47.6%,17.1%,24.4%,45.6%,44.7%,14.3%,0.0%,14.6%,14.6%,51.4%,26.7%,11.5%,33.3%,25
2024 Miami R128,W vs Burel,15.4%,26.9%,63.4%,14.3%,32.1%,75.0%,50.0%,42.9%,0.0%,19.0%,23.8%,47.1%,37.5%,53.8%,50.0%,1
2024 Indian Wells R16,W vs Kerber,26.8%,32.1%,51.2%,20.0%,28.6%,60.7%,47.1%,27.8%,66.7%,38.1%,38.1%,30.8%,40.0%,0.0%,0.0%,-104
2024 Indian Wells R32,W vs Volynets,20.5%,29.5%,50.0%,24.6%,36.1%,54.3%,54.8%,43.3%,60.0%,13.0%,17.4%,40.0%,14.3%,43.8%,100.0%,9
2024 Indian Wells R64,W vs Vekic,19.7%,28.9%,60.3%,22.9%,37.5%,62.2%,59.1%,38.5%,50.0%,16.0%,16.0%,57.1%,45.5%,57.1%,100.0%,25
2024 Indian Wells R128,W vs Zhu,17.2%,20.7%,56.3%,20.0%,25.0%,65.6%,75.0%,20.8%,0.0%,11.1%,11.1%,37.5%,37.5%,50.0%,100.0%,-104
2024 Australian Open R64,L vs Timofeeva,15.1%,16.1%,40.3%,16.4%,17.9%,44.6%,50.0%,32.3%,66.7%,12.5%,12.5%,28.6%,20.0%,42.9%,0.0%,-56
2023 US Open R16,L vs Gauff,8.1%,12.2%,49.2%,7.1%,11.9%,56.4%,55.6%,50.0%,100.0%,10.3%,13.8%,38.5%,56.3%,61.5%,33.3%,-26
2023 US Open R32,W vs Brady,15.1%,17.8%,58.3%,16.7%,18.8%,55.0%,57.1%,29.6%,33.3%,13.0%,17.4%,65.0%,30.8%,40.0%,50.0%,-7
Career (236 matches),,20.6%,27.7%,50.0%,23.7%,32.4%,53.3%,44.7%,33.7%,35.9%,15.7%,20.1%,43.2%,32.9%,32.3%,36.4%,7
