Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,5,2,3,40.0%,3,2,1,66.7%,2018,2024,Q2,5,0.90,2.5%,6.9%,69.1%,55.2%,40.2%,50.6%,44.6%,52.1%,41.7%
Roland Garros,4,Clay,7,3,4,42.9%,0,0,0,-,2018,2024,Q3,6,0.98,1.4%,7.5%,72.1%,57.0%,35.5%,51.0%,47.8%,53.1%,59.3%
Wimbledon,3,Grass,6,3,3,50.0%,2,2,0,100.0%,2018,2024,R128,5,1.08,5.7%,8.6%,74.2%,71.5%,38.1%,62.9%,40.0%,53.1%,46.2%
US Open,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2018,2025,Q2,4,0.78,2.5%,8.7%,64.1%,51.4%,39.4%,47.1%,41.5%,52.4%,34.5%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2018,2018,,1,0.41,2.2%,2.2%,57.8%,61.5%,21.1%,44.4%,22.5%,28.6%,25.0%
Rabat,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2022,2025,R32,4,1.05,3.2%,5.9%,70.7%,61.9%,44.2%,56.7%,45.3%,63.5%,42.9%
Bogota,5,Clay,6,1,5,16.7%,2,1,1,50.0%,2018,2025,R16,6,0.80,0.7%,17.1%,56.8%,59.8%,29.3%,46.7%,42.8%,42.2%,48.8%
Midland 125,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2022,2024,R32,2,0.71,5.5%,3.1%,62.5%,57.5%,25.0%,45.3%,38.8%,47.4%,50.0%
Hong Kong,2,Hard,4,2,2,50.0%,2,0,2,0.0%,2018,2024,Q2,4,0.97,1.5%,5.7%,69.5%,54.4%,46.3%,51.9%,46.9%,48.4%,50.0%
Seoul,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2021,2024,R16,5,1.05,3.5%,14.5%,58.7%,68.7%,35.2%,54.8%,47.3%,57.1%,54.1%
Monterrey,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2018,2024,R32,4,0.99,2.8%,7.2%,65.7%,70.1%,40.9%,60.1%,39.4%,45.8%,51.9%
