Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,26,13,13,50.0%,28-31,47.5%,262-292,47.3%,3-2,60.0%,26,58.4%,37.2%,1.2%,6.8%,69.5%,59.2%,40.4%,53.5%,44.7%,49.1%,0.96,SF (Newport 125)
2024,31,14,17,45.2%,34-39,46.6%,329-336,49.5%,3-5,37.5%,2,43.8%,11.8%,5.1%,5.1%,64.1%,54.7%,28.6%,45.3%,32.5%,39.0%,0.59,QF (5x)
2023,24,9,15,37.5%,20-33,37.7%,222-265,45.6%,1-4,20.0%,5,46.3%,30.2%,1.8%,7.1%,63.5%,54.1%,36.7%,47.8%,40.5%,44.4%,0.78,SF (2x)
2022,41,26,15,63.4%,57-40,58.8%,488-427,53.3%,5-4,55.6%,3,20.8%,34.6%,1.3%,9.2%,70.6%,43.5%,17.8%,35.9%,42.3%,39.2%,0.66,W (2x)
2021,35,21,14,60.0%,48-38,55.8%,419-377,52.6%,1-6,14.3%,4,37.5%,41.7%,1.7%,5.5%,68.1%,44.4%,40.0%,43.0%,44.7%,43.8%,0.78,F (2x)
2019,15,8,7,53.3%,17-19,47.2%,152-168,47.5%,3-0,100.0%,0,,,,,,,,,,,,SF (W25 Tsukuba)
2018,19,7,12,36.8%,15-26,36.6%,158-200,44.1%,1-2,33.3%,7,56.8%,38.7%,2.5%,4.9%,63.7%,60.5%,42.9%,54.1%,45.3%,49.6%,0.99,QF (2x)
2017,63,40,23,63.5%,85-61,58.2%,712-618,53.5%,3-8,27.3%,2,64.7%,44.4%,3.3%,4.1%,61.0%,66.7%,41.7%,56.9%,42.2%,50.0%,0.98,W (2x)
2016,23,10,13,43.5%,21-32,39.6%,216-250,46.4%,1-3,25.0%,0,,,,,,,,,,,,QF (2x)
2015,24,16,8,66.7%,35-21,62.5%,282-255,52.5%,4-2,66.7%,0,,,,,,,,,,,,SF (3x)
2014,7,4,3,57.1%,9-8,52.9%,83-81,50.6%,0-0,-,0,,,,,,,,,,,,QF (Winnipeg 25K)
2013,16,8,8,50.0%,20-20,50.0%,182-204,47.2%,3-0,100.0%,0,,,,,,,,,,,,F (Santa Margherita Di Pula 10K)
2012,9,2,7,22.2%,5-14,26.3%,64-93,40.8%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2011,14,7,7,50.0%,14-15,48.3%,115-131,46.7%,1-0,100.0%,0,,,,,,,,,,,,SF (Antalya 10K)
2010,4,2,2,50.0%,4-4,50.0%,36-42,46.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Toronto 50K)
Career,351,187,164,53.3%,412-401,50.7%,3720-3739,49.9%,30-36,45.5%,49,53.0%,36.3%,1.7%,6.4%,67.4%,57.1%,39.0%,51.2%,43.8%,47.5%,0.90,
