Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,1,2,33.3%,3-4,42.9%,32-33,49.2%,0-1,0.0%,3,65.6%,34.4%,3.9%,16.2%,64.9%,69.6%,27.5%,54.8%,43.5%,49.4%,0.96,R16 (Seoul)
2023,6,2,4,33.3%,5-9,35.7%,58-78,42.6%,3-0,100.0%,6,51.5%,31.3%,2.5%,12.9%,68.2%,62.4%,29.3%,51.9%,42.7%,47.4%,0.89,R16 (2x)
2022,4,1,3,25.0%,3-6,33.3%,36-41,46.8%,0-1,0.0%,4,68.4%,26.3%,3.3%,5.9%,64.8%,61.6%,43.8%,55.3%,40.4%,48.0%,0.90,R16 (Chennai)
2021,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,2,43.8%,11.8%,1.1%,7.9%,60.7%,51.9%,34.3%,44.9%,33.3%,38.8%,0.61,
2018,4,0,4,0.0%,2-8,20.0%,27-57,32.1%,1-0,100.0%,4,50.0%,14.0%,0.8%,7.3%,58.1%,60.9%,36.7%,50.8%,34.1%,42.2%,0.69,
2017,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-1,0.0%,1,73.3%,20.0%,2.3%,8.0%,56.3%,71.4%,50.0%,62.1%,34.1%,47.8%,0.90,R32 (Quebec City)
2016,2,0,2,0.0%,1-4,20.0%,16-28,36.4%,0-0,-,2,45.5%,27.3%,3.4%,5.5%,56.6%,59.8%,36.5%,49.7%,39.6%,44.6%,0.79,R32 (2x)
2015,2,0,2,0.0%,0-4,0.0%,5-24,17.2%,0-0,-,2,26.7%,7.1%,3.3%,5.8%,47.5%,45.6%,47.6%,46.7%,34.9%,41.2%,0.65,R32 (Stanford)
2014,2,1,1,50.0%,1-2,33.3%,8-14,36.4%,0-0,-,2,-,-,7.0%,5.6%,57.7%,65.9%,36.7%,53.5%,37.8%,45.5%,0.81,R16 (Stanford)
2013,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,2.4%,4.8%,45.2%,47.4%,26.1%,35.7%,38.0%,37.0%,0.59,R64 (Toronto)
Career,27,5,22,18.5%,16-45,26.2%,209-328,38.9%,4-3,57.1%,27,54.5%,24.2%,2.8%,9.4%,61.6%,61.7%,36.2%,51.9%,39.0%,45.5%,0.81,
