Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Wimbledon R128,L vs Korpatsch,46% (6/13),83% (5/6),1/5,42% (5/12),0% (0/5),3/4,0/0,0/0,0/0,0/0
2021 W25 Potchefstroom F,L vs Parrizas Diaz,43% (3/7),100% (3/3),3/6,100% (8/8),0% (0/8),0/3,0/0,0/2,0/0,0/1
2018 Taipei R32,L vs Schoofs,33% (3/9),33% (1/3),1/4,50% (4/8),0% (0/4),1/1,0/0,2/2,0/0,1/1
2018 Montreal R64,L vs Bertens,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,0/0,0/0,0/0
2018 Bol R16,L vs Lukas,54% (7/13),86% (6/7),2/6,69% (9/13),11% (1/9),3/6,1/2,0/2,0/1,0/1
2018 Bol R32,W vs Baindl,63% (5/8),100% (5/5),1/1,38% (3/8),67% (2/3),3/4,1/2,0/0,0/1,0/0
2018 Anning R16,L vs Hesse,33% (4/12),100% (4/4),1/4,42% (5/12),20% (1/5),2/4,0/2,3/3,0/0,0/0
2018 Anning R32,W vs Reix,40% (4/10),50% (2/4),0/1,18% (2/11),50% (1/2),2/2,1/1,2/2,1/1,0/0
2018 Bogota R32,L vs Sorribes Tormo,67% (8/12),50% (4/8),1/6,64% (7/11),0% (0/7),1/3,0/0,0/1,0/0,0/0
2018 Monterrey R32,L vs Broady,20% (3/15),33% (1/3),0/3,57% (8/14),50% (4/8),1/1,0/1,0/1,0/0,0/1
2018 Fed Cup RR,L vs Cirstea,25% (2/8),50% (1/2),1/3,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/1
2018 Newport Beach R16,L vs Tomljanovic,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/1
2018 Newport Beach R32,W vs Seguel,67% (10/15),90% (9/10),6/8,64% (9/14),11% (1/9),5/7,0/1,0/0,0/0,0/0
2018 Australian Open Q1,L vs Allertova,25% (2/8),50% (1/2),0/5,86% (6/7),17% (1/6),0/1,0/0,0/0,0/0,0/0
2017 Mumbai R16,L vs Jakupovic,20% (2/10),100% (2/2),1/4,67% (6/9),33% (2/6),1/2,0/0,2/2,0/0,1/1
2017 Mumbai R32,W vs Desai,88% (7/8),86% (6/7),1/2,50% (4/8),50% (2/4),3/5,1/1,0/0,1/1,0/0
2017 Shenzhen $100K F,W vs Liu,50% (5/10),80% (4/5),0/1,10% (1/10),0% (0/1),4/4,2/2,1/1,1/1,0/0
2017 Shenzhen $100K SF,W vs Zhang,36% (5/14),40% (2/5),0/1,14% (2/14),50% (1/2),2/2,2/2,1/1,1/1,0/0
2017 Shenzhen $100K QF,W vs Sun,45% (5/11),80% (4/5),1/2,27% (3/11),33% (1/3),4/4,2/3,0/0,1/1,0/0
2017 Toronto $60K R16,L vs Hendler,38% (5/13),80% (4/5),0/5,69% (9/13),33% (3/9),1/3,0/0,0/1,0/0,0/1
2023 (1 matches),,46.2%,83.3%,20.0%,41.7%,0.0%,75.0%,-,-,-,-
2021 (1 matches),,42.9%,100.0%,50.0%,100.0%,0.0%,0.0%,-,0.0%,-,0.0%
2018 (12 matches),,40.5%,70.6%,30.0%,56.2%,16.2%,62.5%,33.3%,50.0%,33.3%,20.0%
2017 (43 matches),,49.7%,79.4%,40.0%,48.3%,27.4%,63.9%,73.5%,61.0%,72.7%,75.0%
2016 (20 matches),,43.5%,63.8%,22.2%,52.9%,27.4%,61.4%,61.9%,55.6%,50.0%,55.6%
Career (101 matches),,45.8%,73.7%,31.4%,50.6%,24.6%,64.3%,71.3%,56.3%,71.7%,57.1%
