Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Cancun R16,W vs Tran,88% (7/8),100% (7/7),2/3,50% (4/8),25% (1/4),4/7,2/3,0/0,1/1,0/0
2019 W15 Cancun F,W vs Sanchez,56% (5/9),100% (5/5),0/1,33% (3/9),67% (2/3),5/5,2/2,1/1,1/1,0/0
2019 W15 Cancun SF,W vs Villarreal,67% (6/9),67% (4/6),1/1,67% (6/9),83% (5/6),3/3,1/1,0/0,0/0,0/0
2019 W15 Cancun QF,W vs Carrillo Marin,88% (7/8),71% (5/7),0/1,38% (3/8),67% (2/3),5/5,2/2,0/0,1/1,0/0
2019 W15 Cancun R16,W vs Friant,78% (7/9),100% (7/7),2/3,75% (6/8),50% (3/6),3/6,1/1,0/0,0/0,0/0
2019 W15 Cancun R32,W vs Gomez Pezuela Cano,75% (6/8),83% (5/6),0/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2019 W15 Cancun F,W vs Villarreal,88% (7/8),100% (7/7),2/3,63% (5/8),40% (2/5),4/7,2/3,0/0,1/1,0/0
2019 W15 Cancun SF,W vs Nadel,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2019 W15 Cancun R16,W vs Scandalis,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/2,0/0,0/1,0/0
2019 W15 Cancun R32,W vs Carrillo Marin,67% (6/9),83% (5/6),2/2,22% (2/9),0% (0/2),2/4,1/2,0/0,1/1,0/0
2019 Monterrey Q1,L vs Haddad Maia,22% (2/9),0% (0/2),0/3,56% (5/9),40% (2/5),0/0,0/0,2/2,0/0,1/1
2019 W25 Irapuato R32,L vs Gamiz,44% (4/9),50% (2/4),1/4,89% (8/9),25% (2/8),2/2,0/1,0/2,0/0,0/1
2018 Monterrey Q1,L vs Paolini,58% (7/12),86% (6/7),2/7,73% (8/11),0% (0/8),2/6,1/1,0/1,0/0,0/0
2017 Santiago $25K F,L vs Scholl,33% (3/9),67% (2/3),2/5,63% (5/8),0% (0/5),0/2,0/0,2/2,0/0,1/1
2017 Santiago $25K QF,W vs Gonzalez,44% (7/16),71% (5/7),1/4,57% (8/14),50% (4/8),2/4,0/1,1/1,0/0,0/0
2017 Santiago $15K R16,W vs Bugnon,88% (7/8),100% (7/7),2/3,63% (5/8),40% (2/5),3/6,1/1,0/0,0/0,0/0
2017 Florence SC $25K R32,L vs Peterson,29% (2/7),50% (1/2),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/1
2017 Sumter SC $25K R16,L vs Gonzalez,71% (10/14),70% (7/10),0/6,54% (7/13),14% (1/7),4/6,0/1,0/0,0/1,0/0
2017 Sumter SC $25K R32,W vs Karatantcheva,50% (6/12),100% (6/6),1/5,58% (7/12),14% (1/7),3/5,1/1,0/1,1/1,0/0
2017 Tampico $100K R32,L vs Chirico,14% (1/7),100% (1/1),1/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2019 (12 matches),,66.3%,85.1%,47.8%,45.0%,44.4%,76.5%,73.7%,60.0%,87.5%,50.0%
2018 (1 matches),,58.3%,85.7%,28.6%,72.7%,0.0%,33.3%,100.0%,0.0%,-,-
2017 (26 matches),,53.1%,81.2%,37.5%,58.5%,23.6%,55.1%,70.6%,56.7%,62.5%,55.6%
2016 (17 matches),,56.1%,83.7%,44.4%,50.6%,9.6%,58.3%,68.8%,40.0%,100.0%,25.0%
2015 (18 matches),,52.4%,77.5%,29.2%,52.2%,19.4%,59.2%,66.7%,46.2%,75.0%,33.3%
Career (105 matches),,56.6%,81.0%,37.8%,54.6%,19.5%,58.5%,70.2%,46.2%,74.4%,40.5%
