Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Victoria Rodriguez [MEX],6,3,66.7%,1,0,1,0.0%,2012,2015,0,,,,,,,,,,
6,Hailey Baptiste [USA],1,5,16.7%,2,1,1,50.0%,2019,2023,2,0.61,0.0%,4.2%,63.5%,55.7%,28.6%,45.8%,33.0%,35.7%,8.3%
6,Ana Sofia Sanchez [MEX],3,3,50.0%,1,1,0,100.0%,2013,2019,0,,,,,,,,,,
6,Montserrat Gonzalez [PAR],2,4,33.3%,1,1,0,100.0%,2013,2017,0,,,,,,,,,,
4,Emina Bektas [USA],0,4,0.0%,1,1,0,100.0%,2016,2023,2,0.43,0.0%,5.6%,71.9%,50.0%,36.0%,46.1%,23.3%,27.3%,0.0%
4,Peyton Stearns [USA],1,3,25.0%,0,0,0,-,2019,2023,0,,,,,,,,,,
4,Katie Volynets [USA],3,1,75.0%,1,1,0,100.0%,2019,2022,0,,,,,,,,,,
4,Victoria Duval [USA],2,2,50.0%,0,0,0,-,2019,2022,1,1.18,0.0%,5.1%,71.4%,55.7%,42.9%,52.0%,56.6%,46.2%,72.7%
4,Renata Zarazua [MEX],2,2,50.0%,0,0,0,-,2015,2019,0,,,,,,,,,,
4,Lourdes Dominguez Lino [ESP],1,3,25.0%,1,0,1,0.0%,2014,2015,0,,,,,,,,,,
4,Carolina Betancourt [MEX],4,0,100.0%,0,0,0,-,2013,2015,0,,,,,,,,,,
4,Ximena Hermoso [MEX],4,0,100.0%,1,1,0,100.0%,2012,2014,0,,,,,,,,,,
3,Caroline Dolehide [USA],0,3,0.0%,0,0,0,-,2023,2023,1,0.89,0.0%,3.7%,75.6%,56.5%,20.0%,47.6%,46.7%,40.0%,50.0%
3,Kayla Day [USA],1,2,33.3%,0,0,0,-,2019,2023,0,,,,,,,,,,
3,Olivia Tjandramulia [AUS],3,0,100.0%,1,1,0,100.0%,2019,2023,0,,,,,,,,,,
