Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,37.5%,22.2%,2.0%,7.8%,52.9%,40.7%,37.5%,39.2%,30.2%,35.1%,0.50,R32 (W50 New Delhi)
2023,29,18,11,62.1%,40-25,61.5%,340-280,54.8%,3-5,37.5%,0,,,,,,,,,,,,W (W60 Evansville)
2022,33,22,11,66.7%,48-27,64.0%,380-303,55.6%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2021,27,14,13,51.9%,33-33,50.0%,332-305,52.1%,3-7,30.0%,1,44.4%,22.2%,3.2%,1.6%,58.7%,56.8%,34.6%,47.6%,39.3%,43.5%,0.75,F (W25 Ortisei)
2020,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,0,,,,,,,,,,,,R32 (W25 Jodhpur)
2019,11,8,3,72.7%,15-10,60.0%,121-104,53.8%,1-0,100.0%,0,,,,,,,,,,,,F (W25 Bhopal)
2018,50,32,18,64.0%,70-40,63.6%,567-451,55.7%,5-5,50.0%,1,44.4%,22.2%,3.7%,7.4%,57.4%,64.5%,26.1%,48.1%,40.0%,44.2%,0.77,W (Hong Kong $25K)
2017,62,37,25,59.7%,82-61,57.3%,696-604,53.5%,11-4,73.3%,1,55.6%,11.1%,6.5%,8.7%,56.5%,73.1%,25.0%,52.2%,30.8%,40.8%,0.64,F (2x)
2016,27,17,10,63.0%,34-31,52.3%,311-316,49.6%,5-2,71.4%,0,,,,,,,,,,,,F (Hua Hin $10K)
2015,18,10,8,55.6%,24-19,55.8%,213-181,54.1%,1-3,25.0%,0,,,,,,,,,,,,F (Indore $10K)
2014,15,7,8,46.7%,16-19,45.7%,158-160,49.7%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
Career,274,165,109,60.2%,363-269,57.4%,3134-2731,53.4%,35-31,53.0%,4,45.7%,19.4%,3.7%,6.1%,56.5%,58.7%,31.2%,46.7%,35.4%,41.2%,0.67,
