Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,2-2,50.0%,15-19,44.1%,0-0,-,2,41.2%,47.1%,1.9%,5.8%,68.9%,50.7%,37.5%,46.6%,48.1%,47.4%,0.90,R16 (Hong Kong)
2024,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,0.0%,1.5%,64.6%,50.0%,60.9%,53.8%,27.3%,41.7%,0.59,R32 (Hong Kong)
2023,1,0,1,0.0%,0-2,0.0%,10-14,41.7%,0-0,-,1,50.0%,33.3%,0.0%,1.2%,74.4%,52.5%,42.9%,50.0%,41.6%,45.9%,0.83,R32 (Hong Kong)
2018,4,1,3,25.0%,3-6,33.3%,34-48,41.5%,1-0,100.0%,3,46.7%,21.2%,2.9%,5.4%,58.8%,49.2%,48.8%,49.0%,40.4%,44.5%,0.79,
2017,4,3,1,75.0%,6-2,75.0%,43-23,65.2%,0-0,-,4,64.7%,71.9%,5.6%,6.7%,59.8%,61.7%,52.8%,58.1%,56.7%,57.3%,1.35,
2014,3,3,0,100.0%,6-0,100.0%,36-15,70.6%,0-0,-,0,,,,,,,,,,,,
2013,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,0,,,,,,,,,,,,
Career,16,9,7,56.3%,19-14,57.6%,157-135,53.8%,1-0,100.0%,11,53.9%,41.3%,2.8%,4.9%,63.3%,53.4%,49.1%,51.8%,46.3%,48.9%,0.96,
