Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Mar-2026,Miami,Hard,Q1,168,64,(2) Yannick Hanfmann [GER] d. Riedi,6-3 6-4,0.63,14.5%,3.6%,65.5%,66.7%,36.8%,2/5,1:16
10-Mar-2026,Phoenix CH,Hard,R16,172,111,(Alt) Benjamin Bonzi [FRA] d. (LL) Riedi,6-3 6-3,0.57,8.0%,6.0%,62.0%,61.3%,42.1%,3/6,1:03
10-Mar-2026,Phoenix CH,Hard,Q2,172,489,(WC) Jay Dylan Hara Friend [JPN] d. (2) Riedi,1-6 6-4 6-3,0.94,11.2%,1.1%,68.5%,70.5%,39.3%,10/13,1:38
10-Mar-2026,Phoenix CH,Hard,Q1,172,1119,(2) Riedi d. (Alt) Mathis Bondaz [FRA],6-1 6-0,2.67,8.3%,0.0%,69.4%,88.0%,54.5%,0/0,0:55
04-Mar-2026,Indian Wells Masters,Hard,Q1,172,117,(15) Rinky Hijikata [AUS] d. Riedi,7-5 6-3,0.78,10.0%,8.8%,52.5%,73.8%,34.2%,5/9,1:35
16-Feb-2026,Lille CH,Hard,R32,173,130,(7) Luca Van Assche [FRA] d. Riedi,3-6 7-6(2) 6-4,1.03,11.0%,0.0%,63.7%,77.6%,48.5%,2/4,2:26
09-Feb-2026,Pau CH,Hard,R16,173,131,(7) Benjamin Bonzi [FRA] d. Riedi,6-3 7-6(4),0.81,7.2%,2.9%,62.3%,76.7%,42.3%,3/5,1:28
09-Feb-2026,Pau CH,Hard,R32,173,641,Riedi d. (Q) Felix Balshaw [FRA],6-7(0) 6-3 6-2,1.20,8.8%,0.0%,64.8%,74.6%,62.5%,1/1,1:59
06-Feb-2026,Davis Cup WG1 PO: SUI vs TUN,Hard,RR,171,1171,Riedi d. Alaa Trifi [TUN],6-1 6-0,,,,,,,,
19-Jan-2026,Oeiras 1 CH,Hard,QF,180,170,Zsombor Piros [HUN] d. Riedi,6-3 3-1 RET,0.70,4.1%,8.2%,55.1%,55.6%,40.9%,7/11,0:59
19-Jan-2026,Oeiras 1 CH,Hard,R16,180,274,Riedi d. (LL) Andres Andrade [ECU],6-4 7-6(5),1.13,7.2%,4.8%,39.8%,69.7%,56.0%,4/7,2:09
19-Jan-2026,Oeiras 1 CH,Hard,R32,180,158,Riedi d. (5) Henrique Rocha [POR],6-4 6-2,1.28,11.5%,3.3%,49.2%,70.0%,64.5%,2/2,1:17
19-Jan-2026,Australian Open,Hard,Q2,180,252,Kimmer Coppejans [BEL] d. Riedi,3-6 6-3 6-4,0.81,7.1%,1.0%,60.2%,66.1%,43.6%,10/14,1:59
19-Jan-2026,Australian Open,Hard,Q1,180,124,Riedi d. (11) Jan Choinski [GBR],6-3 6-4,1.01,1.3%,5.3%,57.9%,81.8%,43.8%,4/4,1:20
25-Aug-2025,US Open,Hard,R16,435,8,(8) Alex De Minaur [AUS] d. (Q) Riedi,6-3 6-2 6-1,0.62,4.3%,12.9%,51.4%,47.2%,35.3%,7/15,1:33
25-Aug-2025,US Open,Hard,R32,435,76,(Q) Riedi d. Kamil Majchrzak [POL],5-3 RET,1.27,4.0%,4.0%,56.0%,64.3%,36.4%,2/4,0:29
25-Aug-2025,US Open,Hard,R64,435,19,(Q) Riedi d. (19) Francisco Cerundolo [ARG],3-6 4-6 6-4 6-4 6-2,1.13,10.8%,5.0%,51.1%,70.4%,55.9%,2/7,3:35
25-Aug-2025,US Open,Hard,R128,435,66,(Q) Riedi d. Pedro Martinez [ESP],6-4 6-2 6-3,1.58,18.1%,4.8%,66.3%,80.0%,53.6%,8/8,2:08
25-Aug-2025,US Open,Hard,Q3,435,305,Riedi d. (WC) Garrett Johns [USA],7-6(5) 6-4,1.08,12.7%,1.3%,67.1%,79.2%,57.7%,5/5,1:38
25-Aug-2025,US Open,Hard,Q2,435,123,Riedi d. (9) Otto Virtanen [FIN],7-6(8) 6-4,1.16,7.3%,4.9%,64.6%,73.6%,41.4%,6/8,1:27
25-Aug-2025,US Open,Hard,Q1,435,196,Riedi d. Luka Pavlovic [FRA],6-2 7-6(3),1.32,13.3%,9.3%,53.3%,75.0%,54.3%,5/7,1:37
