Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,6,7,46.2%,14-17,45.2%,138-151,47.8%,2-2,50.0%,12,73.2%,19.7%,8.1%,5.3%,58.7%,68.3%,50.0%,60.7%,35.4%,47.9%,0.90
Clay,4,1,3,25.0%,3-6,33.3%,50-56,47.2%,1-3,25.0%,4,84.3%,11.8%,6.3%,5.1%,58.1%,71.5%,56.8%,65.4%,33.7%,49.3%,0.97
Grass,1,0,1,0.0%,0-3,0.0%,12-18,40.0%,0-0,-,1,80.0%,0.0%,3.2%,5.3%,65.3%,66.1%,48.5%,60.0%,20.5%,42.2%,0.51
Grand Slams,5,3,2,60.0%,6-8,42.9%,61-67,47.7%,0-0,-,5,73.1%,24.6%,9.0%,6.3%,57.8%,67.6%,48.9%,59.7%,38.9%,48.8%,0.97
Masters,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,2,50.0%,5.9%,9.2%,8.2%,49.0%,62.5%,44.0%,53.1%,29.1%,40.8%,0.62
Other Tours,7,2,5,28.6%,6-10,37.5%,78-91,46.2%,1-3,25.0%,7,81.7%,12.0%,6.1%,5.0%,59.7%,68.3%,56.2%,63.5%,32.8%,48.3%,0.90
Best of 5,5,3,2,60.0%,6-8,42.9%,61-67,47.7%,0-0,-,5,73.1%,24.6%,9.0%,6.3%,57.8%,67.6%,48.9%,59.7%,38.9%,48.8%,0.97
Best of 3,13,4,9,30.8%,11-18,37.9%,139-158,46.8%,3-5,37.5%,12,78.1%,12.2%,6.5%,4.7%,59.6%,69.4%,53.0%,62.8%,31.5%,47.4%,0.85
vs Righties,13,6,7,46.2%,15-17,46.9%,161-170,48.6%,3-5,37.5%,13,79.3%,19.8%,7.6%,4.9%,59.8%,70.3%,52.8%,63.3%,36.0%,49.4%,0.98
vs Lefties,3,0,3,0.0%,0-6,0.0%,15-36,29.4%,0-0,-,3,56.0%,3.8%,7.9%,7.3%,50.6%,60.2%,46.9%,53.7%,27.6%,40.9%,0.59
vs Top 10,1,0,1,0.0%,0-3,0.0%,6-18,25.0%,0-0,-,1,33.3%,16.7%,4.3%,12.9%,51.4%,47.2%,35.3%,41.4%,36.4%,38.8%,0.62
