Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R128,L vs Stephens,4,15,0.3,4.1%,15.5%,4,14,0.3,4.2%,14.7%,0.0%,4.2%,1.1,25.8%,22.7%
2017 Wimbledon R32,L vs Radwanska,33,34,1.0,19.6%,20.2%,32,32,1.0,19.5%,19.5%,6.7%,12.2%,1.4,10.1%,7.1%
2017 Wimbledon R64,W vs Kucova,20,7,2.9,26.3%,9.2%,17,6,2.8,24.3%,8.6%,10.0%,14.3%,0.7,7.9%,11.8%
2017 Wimbledon R128,W vs Puig,28,9,3.1,24.8%,8.0%,22,7,3.1,22.0%,7.0%,4.0%,18.0%,0.7,11.5%,16.8%
2017 Roland Garros SF,L vs Ostapenko,22,19,1.2,10.4%,9.0%,17,18,0.9,8.5%,9.0%,3.0%,5.5%,1.1,23.7%,21.3%
2017 Roland Garros QF,W vs Mladenovic,25,27,0.9,17.2%,18.6%,22,26,0.8,15.8%,18.7%,5.8%,10.1%,0.5,11.0%,23.4%
2017 Roland Garros R16,W vs Williams,28,29,1.0,14.5%,15.0%,28,26,1.1,15.2%,14.1%,7.1%,8.2%,0.6,14.5%,23.3%
2017 Roland Garros R32,W vs Jabeur,16,14,1.1,14.7%,12.8%,16,13,1.2,15.4%,12.5%,8.7%,6.7%,0.4,11.0%,24.8%
2017 Roland Garros R64,W vs Brengle,24,24,1.0,22.9%,22.9%,24,23,1.0,23.1%,22.1%,13.5%,9.6%,0.4,6.7%,19.0%
2017 Roland Garros R128,W vs Sorribes Tormo,23,19,1.2,21.9%,18.1%,23,17,1.4,24.7%,18.3%,14.0%,10.8%,0.4,7.6%,21.0%
2017 Australian Open R32,L vs Saville,25,40,0.6,13.0%,20.7%,21,36,0.6,11.7%,20.0%,3.9%,7.2%,0.9,19.2%,20.7%
2017 Australian Open R64,W vs Kovinic,14,21,0.7,10.1%,15.1%,12,19,0.6,9.3%,14.7%,3.1%,6.2%,0.7,16.5%,24.5%
2017 Australian Open R128,W vs Giorgi,15,24,0.6,6.7%,10.8%,10,20,0.5,5.0%,10.0%,1.0%,4.0%,0.8,23.3%,30.9%
2016 US Open R64,L vs Lepchenko,21,40,0.5,10.2%,19.4%,19,37,0.5,9.7%,18.9%,6.6%,3.1%,0.8,12.6%,16.0%
2016 Wimbledon R32,L vs Pavlyuchenkova,11,16,0.7,9.1%,13.2%,11,13,0.8,9.4%,11.1%,4.3%,5.1%,1.2,19.8%,16.5%
2016 Wimbledon R64,W vs Niculescu,40,36,1.1,24.5%,22.1%,39,36,1.1,24.2%,22.4%,14.9%,9.3%,0.4,6.1%,16.6%
2016 Wimbledon R128,W vs Kumkhum,24,17,1.4,18.6%,13.2%,23,14,1.6,18.5%,11.3%,6.5%,12.1%,0.8,13.2%,17.1%
2016 Roland Garros QF,L vs Bertens,17,40,0.4,10.8%,25.3%,17,39,0.4,11.2%,25.7%,5.3%,5.9%,0.5,10.1%,19.6%
2016 Roland Garros R16,W vs Williams,18,18,1.0,16.1%,16.1%,17,16,1.1,15.9%,15.0%,8.4%,7.5%,0.3,5.4%,21.4%
2016 Roland Garros R32,W vs Parmentier,16,23,0.7,14.4%,20.7%,16,23,0.7,14.5%,20.9%,6.4%,8.2%,0.5,9.0%,17.1%
Career (40 matches),,875,937,0.9,16.1%,17.2%,805,856,0.9,15.7%,16.7%,6.4%,9.1%,0.7,13.9%,19.6%
