Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Wimbledon R128,L vs Stephens,0.0%,-,4.1%,50.0%,0.0%,0.0%,0.0%,6.4%,0.0%,3.4%,37.5%,-139,-132
2018 Tianjin QF,W vs Sabalenka,0.0%,-,4.2%,87.5%,4.9%,4.8%,0.0%,15.3%,34.5%,2.9%,30.0%,-15,-6
2017 Roland Garros SF,L vs Ostapenko,0.0%,-,1.9%,100.0%,6.1%,12.5%,0.0%,8.8%,13.0%,6.0%,47.1%,-29,-12
2017 Roland Garros R32,W vs Jabeur,0.0%,-,6.4%,85.7%,15.4%,29.4%,0.0%,22.2%,35.7%,2.8%,50.0%,42,27
2017 Fed Cup RR,L vs Sasnovich,1.7%,100.0%,9.3%,58.3%,2.9%,8.3%,0.0%,15.1%,20.0%,3.4%,12.5%,-44,-33
2017 Fed Cup RR,W vs Sabalenka,0.0%,-,1.4%,100.0%,7.1%,0.0%,0.0%,11.8%,14.3%,2.3%,0.0%,-43,-1
2016 Beijing R64,W vs Arruabarrena,0.0%,-,6.5%,66.7%,4.5%,2.3%,0.0%,17.4%,35.0%,1.0%,25.0%,0,15
2016 Roland Garros QF,L vs Bertens,0.0%,-,9.5%,86.7%,2.3%,0.0%,0.0%,2.1%,8.1%,2.9%,53.8%,-48,-57
2016 Roland Garros R32,W vs Parmentier,0.0%,-,9.0%,90.0%,7.4%,5.0%,0.0%,12.3%,28.6%,2.8%,42.9%,37,2
2016 Madrid R16,L vs Halep,0.0%,-,3.9%,50.0%,1.5%,0.0%,0.0%,8.0%,7.1%,6.9%,37.5%,-64,-49
2016 Rabat R32,W vs Blinkova,0.0%,-,11.5%,76.9%,9.3%,15.4%,0.0%,16.7%,36.4%,3.6%,0.0%,31,43
2016 Fed Cup RR,L vs Strycova,2.7%,0.0%,14.6%,58.3%,1.8%,4.0%,0.0%,5.3%,0.0%,3.1%,0.0%,-40,-66
2016 Miami QF,W vs Halep,2.1%,100.0%,9.0%,81.3%,2.6%,5.7%,0.0%,8.1%,13.9%,1.2%,20.0%,-38,-20
2016 Indian Wells R16,L vs Kasatkina,0.0%,-,2.7%,66.7%,4.6%,8.3%,0.0%,9.8%,31.6%,1.0%,0.0%,-47,-51
2016 Fed Cup RR,L vs Kerber,0.0%,-,5.6%,66.7%,3.8%,11.1%,0.0%,9.2%,9.1%,1.4%,0.0%,-44,-48
2016 Fed Cup RR,L vs Beck,0.0%,-,6.9%,45.5%,4.0%,4.3%,0.0%,6.8%,18.2%,1.1%,60.0%,-55,-43
2016 Sydney R32,L vs Schmiedlova,0.0%,-,7.4%,45.5%,6.5%,18.2%,0.0%,7.6%,19.2%,0.5%,0.0%,-87,-62
2016 Brisbane R32,L vs Pavlyuchenkova,0.0%,-,4.4%,25.0%,17.6%,20.0%,0.0%,7.1%,40.0%,1.6%,50.0%,-8,-1
2015 Beijing F,L vs Muguruza,0.0%,-,1.6%,100.0%,7.5%,11.1%,0.0%,14.3%,27.8%,2.6%,0.0%,-18,-22
2015 Beijing R32,W vs Duque Marino,0.0%,-,8.7%,63.6%,8.8%,11.1%,0.0%,16.7%,31.6%,1.8%,25.0%,-1,-6
Career (32 matches),,0.2%,75.0%,5.4%,73.4%,6.4%,8.3%,9.1%,11.3%,23.1%,2.6%,33.5%,-23,-22
