Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Wimbledon R128,L vs Stephens,16.3%,16.3%,40.0%,12.9%,12.9%,40.7%,37.5%,46.7%,0.0%,23.5%,23.5%,38.5%,0.0%,37.5%,50.0%,-37
2018 Tianjin QF,W vs Sabalenka,23.3%,32.0%,50.6%,22.6%,33.9%,52.1%,51.6%,54.8%,50.0%,25.6%,30.8%,48.3%,33.3%,70.8%,100.0%,-45
2017 Roland Garros SF,L vs Ostapenko,25.3%,32.3%,31.5%,24.6%,32.3%,34.7%,54.8%,38.2%,55.6%,27.3%,33.3%,25.0%,20.0%,61.1%,-,-68
2017 Roland Garros R32,W vs Jabeur,17.0%,31.9%,63.2%,19.4%,38.7%,64.0%,36.4%,60.0%,0.0%,13.3%,20.0%,61.5%,37.5%,71.4%,-,-28
2017 Fed Cup RR,L vs Sasnovich,23.8%,30.2%,38.3%,26.2%,35.7%,45.2%,42.1%,52.2%,50.0%,20.0%,20.0%,25.0%,50.0%,58.3%,100.0%,-46
2017 Fed Cup RR,W vs Sabalenka,33.8%,38.5%,40.5%,40.0%,46.7%,44.4%,60.0%,56.0%,50.0%,21.1%,21.1%,33.3%,50.0%,33.3%,-,-43
2016 Beijing R64,W vs Arruabarrena,16.9%,27.3%,59.3%,20.4%,34.7%,59.0%,34.8%,30.8%,0.0%,13.0%,17.4%,60.0%,27.3%,75.0%,-,5
2016 Roland Garros QF,L vs Bertens,6.9%,8.3%,39.4%,6.3%,8.3%,40.0%,50.0%,53.8%,44.4%,8.7%,8.7%,38.1%,15.4%,60.0%,0.0%,-54
2016 Roland Garros R32,W vs Parmentier,8.8%,19.3%,57.7%,8.5%,21.3%,58.1%,31.8%,60.0%,66.7%,10.0%,10.0%,55.6%,33.3%,50.0%,-,-104
2016 Madrid R16,L vs Halep,15.9%,18.2%,33.3%,17.2%,20.7%,33.3%,35.7%,60.0%,50.0%,14.3%,14.3%,33.3%,37.5%,33.3%,0.0%,-23
2016 Rabat R32,W vs Blinkova,22.6%,22.6%,47.8%,27.8%,27.8%,34.6%,35.3%,47.4%,66.7%,16.7%,16.7%,65.0%,25.0%,50.0%,100.0%,-11
2016 Fed Cup RR,L vs Strycova,8.1%,13.5%,35.3%,11.1%,18.5%,33.3%,30.8%,42.9%,0.0%,0.0%,0.0%,40.0%,16.7%,50.0%,50.0%,-119
2016 Miami QF,W vs Halep,25.0%,30.2%,47.1%,30.2%,38.1%,56.8%,53.1%,41.9%,100.0%,16.1%,16.1%,30.8%,30.8%,61.1%,0.0%,-31
2016 Indian Wells R16,L vs Kasatkina,14.5%,20.0%,36.4%,11.1%,19.4%,46.9%,38.9%,50.0%,100.0%,25.0%,25.0%,8.3%,44.4%,28.6%,50.0%,87
2016 Fed Cup RR,L vs Kerber,10.5%,17.5%,41.7%,11.8%,20.6%,43.3%,27.8%,25.0%,0.0%,10.0%,15.0%,38.9%,55.6%,18.2%,33.3%,-19
2016 Fed Cup RR,L vs Beck,16.5%,21.5%,47.6%,25.5%,31.4%,47.4%,60.0%,23.1%,33.3%,0.0%,4.0%,48.0%,30.0%,20.0%,100.0%,-119
2016 Sydney R32,L vs Schmiedlova,10.9%,15.6%,48.0%,12.8%,17.9%,52.9%,26.3%,30.0%,66.7%,11.1%,16.7%,37.5%,20.0%,25.0%,0.0%,-27
2016 Brisbane R32,L vs Pavlyuchenkova,10.8%,21.6%,31.0%,9.1%,22.7%,30.0%,37.5%,28.6%,0.0%,18.2%,27.3%,33.3%,11.1%,100.0%,100.0%,35
2015 Beijing F,L vs Muguruza,13.3%,23.3%,44.9%,13.5%,29.7%,50.0%,33.3%,45.5%,50.0%,15.0%,15.0%,35.3%,63.6%,55.6%,100.0%,31
2015 Beijing R32,W vs Duque Marino,21.3%,29.5%,55.6%,28.1%,37.5%,56.5%,53.3%,17.6%,0.0%,15.4%,23.1%,54.5%,36.4%,33.3%,0.0%,21
Career (32 matches),,19.2%,26.3%,45.8%,21.2%,30.5%,48.4%,41.7%,39.2%,38.5%,17.1%,20.6%,40.8%,25.4%,40.1%,39.6%,10
