Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,21,8,13,38.1%,20-28,41.7%,213-230,48.1%,0-5,0.0%,21,56.2%,40.7%,2.6%,2.9%,64.7%,58.6%,45.3%,53.9%,45.2%,49.5%,0.98,QF (2x)
2018,12,3,9,25.0%,10-19,34.5%,110-155,41.5%,2-1,66.7%,12,54.7%,27.6%,2.4%,4.7%,63.0%,60.7%,38.5%,52.5%,41.2%,46.8%,0.87,SF (Tianjin)
2017,28,18,10,64.3%,41-22,65.1%,336-260,56.4%,4-3,57.1%,28,67.5%,37.4%,2.6%,2.9%,66.0%,62.2%,50.8%,58.3%,47.1%,52.5%,1.13,SF (Roland Garros)
2016,55,32,23,58.2%,69-55,55.6%,589-532,52.5%,2-3,40.0%,55,65.2%,40.0%,1.8%,3.4%,68.2%,60.8%,46.6%,56.3%,46.0%,51.1%,1.05,W (Rabat)
2015,55,41,14,74.5%,85-43,66.4%,666-529,55.7%,6-4,60.0%,44,67.5%,42.9%,2.8%,4.4%,67.7%,62.4%,52.4%,59.2%,45.2%,52.1%,1.11,W (2x)
2014,23,13,10,56.5%,28-22,56.0%,246-216,53.2%,1-5,16.7%,20,-,-,2.2%,3.7%,66.3%,62.2%,43.6%,56.0%,46.0%,50.8%,1.04,SF (Guangzhou)
2013,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,0.0%,6.5%,66.1%,51.2%,42.9%,48.4%,41.9%,45.2%,0.81,R32 (Luxembourg)
2012,11,3,8,27.3%,5-17,22.7%,83-119,41.1%,0-1,0.0%,8,-,-,0.9%,4.5%,68.5%,52.1%,36.3%,47.1%,44.4%,45.7%,0.84,R16 (Fes)
2011,14,8,6,57.1%,18-15,54.5%,156-143,52.2%,1-1,50.0%,4,-,-,3.6%,5.9%,55.4%,63.0%,37.9%,51.8%,42.0%,47.2%,0.87,
2010,40,19,21,47.5%,41-48,46.1%,408-427,48.9%,4-7,36.4%,38,-,-,3.3%,5.3%,58.9%,60.4%,45.6%,54.3%,44.4%,49.4%,0.97,F (Bad Gastein)
2009,29,17,12,58.6%,35-31,53.0%,305-293,51.0%,1-2,33.3%,23,-,-,4.7%,3.5%,58.9%,64.5%,45.9%,56.8%,44.7%,50.9%,1.04,W (Luxembourg)
2008,29,13,16,44.8%,30-37,44.8%,300-327,47.8%,1-2,33.3%,25,-,-,3.6%,4.2%,55.3%,62.1%,45.1%,54.5%,44.3%,49.4%,0.97,SF (2x)
2007,9,2,7,22.2%,6-14,30.0%,88-99,47.1%,1-2,33.3%,5,-,-,2.9%,3.2%,57.6%,62.5%,43.5%,54.5%,42.0%,48.0%,0.92,R16 (Fes)
2006,10,4,6,40.0%,8-13,38.1%,85-97,46.7%,0-0,-,3,-,-,7.8%,7.1%,53.2%,76.0%,53.0%,65.2%,40.6%,53.5%,1.17,QF (Zurich)
2005,4,3,1,75.0%,6-3,66.7%,45-39,53.6%,0-0,-,0,,,,,,,,,,,,
2004,4,1,3,25.0%,3-6,33.3%,36-48,42.9%,0-1,0.0%,0,,,,,,,,,,,,
Career,345,185,160,53.6%,405-375,51.9%,3672-3526,51.0%,23-37,38.3%,287,63.8%,39.3%,2.8%,4.0%,63.6%,61.4%,46.3%,55.9%,45.0%,50.4%,1.02,
