Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,22,13,9,59.1%,4,2,2,50.0%,2005,2019,R32,14,1.04,3.8%,3.2%,62.5%,61.7%,46.9%,56.2%,45.4%,48.7%,48.1%
Roland Garros,10,Clay,34,24,10,70.6%,4,1,3,25.0%,2007,2019,SF,28,1.14,2.3%,2.8%,66.7%,61.4%,49.3%,57.3%,48.5%,57.4%,48.0%
Wimbledon,10,Grass,22,12,10,54.5%,0,0,0,-,2007,2019,QF,19,1.05,3.2%,3.8%,65.1%,65.9%,45.7%,58.8%,43.4%,49.1%,46.6%
US Open,10,Hard,15,5,10,33.3%,3,0,3,0.0%,2007,2019,R32,14,0.90,2.7%,5.8%,58.8%,58.1%,43.6%,52.2%,43.0%,51.5%,43.6%
Olympics,2,,2,0,2,0.0%,2,1,1,50.0%,2008,2016,R64,1,1.04,0.0%,5.5%,66.4%,63.0%,40.5%,55.5%,46.2%,27.3%,50.0%
Fed Cup,13,,38,20,18,52.6%,6,4,2,66.7%,2004,2019,,11,0.85,3.2%,3.0%,64.9%,59.7%,42.4%,53.6%,39.4%,48.4%,36.5%
Indian Wells,9,Hard,20,11,9,55.0%,4,2,2,50.0%,2009,2019,QF,20,1.00,1.8%,3.6%,63.5%,59.6%,47.6%,55.2%,44.6%,51.4%,49.7%
Luxembourg,7,Hard,12,6,6,50.0%,2,0,2,0.0%,2007,2015,W,9,1.02,5.3%,4.3%,56.7%,64.2%,50.2%,58.1%,42.9%,56.3%,46.4%
Miami,6,Hard,14,8,6,57.1%,2,2,0,100.0%,2008,2018,SF,12,1.01,3.9%,3.9%,61.0%,67.4%,42.4%,57.6%,42.7%,63.8%,41.9%
Rome,6,Clay,14,8,6,57.1%,2,0,2,0.0%,2008,2017,QF,13,1.05,2.1%,3.5%,70.1%,60.8%,44.8%,56.0%,46.2%,63.1%,45.7%
Zurich,6,Hard,12,6,6,50.0%,2,0,2,0.0%,2003,2008,QF,5,1.00,8.3%,5.1%,53.6%,73.0%,49.2%,62.0%,38.0%,67.7%,38.1%
Beijing,5,Hard,14,9,5,64.3%,2,1,1,50.0%,2010,2018,F,8,0.98,4.3%,6.3%,62.0%,59.9%,42.0%,53.1%,45.8%,50.0%,43.8%
