Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,196,100,96,51.0%,219-227,49.1%,2054-2094,49.5%,17-24,41.5%,163,61.7%,36.2%,3.1%,4.2%,62.4%,61.4%,46.2%,55.7%,43.8%,49.7%,0.99
Clay,124,74,50,59.7%,160-116,58.0%,1354-1168,53.7%,6-12,33.3%,101,66.8%,46.0%,2.3%,3.6%,65.4%,60.5%,46.7%,55.7%,47.8%,51.7%,1.08
Grass,22,11,11,50.0%,26-26,50.0%,245-227,51.9%,0-1,0.0%,21,69.8%,28.1%,3.1%,4.0%,65.0%,65.8%,45.8%,58.8%,42.7%,50.4%,1.04
Carpet,3,0,3,0.0%,0-6,0.0%,19-37,33.9%,0-0,-,2,-,-,3.7%,2.8%,60.6%,57.6%,44.2%,52.3%,35.1%,42.8%,0.74
Grand Slams,77,43,34,55.8%,99-79,55.6%,851-766,52.6%,2-7,22.2%,72,65.5%,42.7%,2.9%,3.7%,64.0%,62.0%,46.7%,56.5%,45.4%,50.9%,1.04
Premiers,79,34,45,43.0%,78-101,43.6%,797-850,48.4%,2-10,16.7%,74,63.8%,36.5%,2.6%,4.3%,64.1%,61.0%,46.7%,55.9%,43.5%,49.6%,0.99
Internationals,109,66,43,60.6%,139-105,57.0%,1202-1062,53.1%,10-14,41.7%,96,65.2%,46.5%,2.7%,3.9%,63.5%,61.5%,46.9%,56.2%,47.3%,51.7%,1.08
Finals,7,4,3,57.1%,8-7,53.3%,71-62,53.4%,0-0,-,6,92.9%,46.7%,3.1%,2.6%,68.9%,68.0%,52.3%,63.1%,43.3%,52.5%,1.17
Semi-finals,17,7,10,41.2%,18-24,42.9%,190-212,47.3%,1-3,25.0%,15,58.7%,35.9%,2.6%,2.7%,64.3%,58.7%,44.4%,53.6%,43.6%,48.6%,0.94
Quarter-finals,30,17,13,56.7%,33-30,52.4%,310-289,51.8%,3-4,42.9%,29,65.9%,38.5%,3.1%,3.7%,65.3%,60.9%,46.9%,56.0%,45.6%,50.8%,1.04
vs Righties,326,172,154,52.8%,375-356,51.3%,3432-3314,50.9%,23-37,38.3%,270,64.0%,39.8%,2.8%,4.0%,63.6%,61.2%,46.2%,55.8%,45.1%,50.3%,1.02
vs Lefties,16,10,6,62.5%,24-18,57.1%,201-192,51.1%,0-0,-,14,61.9%,33.3%,2.6%,3.7%,64.0%,63.1%,45.2%,56.6%,43.4%,50.2%,1.00
vs Top 10,38,11,27,28.9%,26-58,31.0%,323-432,42.8%,1-2,33.3%,34,56.6%,30.4%,2.9%,4.0%,62.0%,60.6%,41.6%,53.4%,40.1%,46.8%,0.86
