Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,2,4,33.3%,5-8,38.5%,56-70,44.4%,0-1,0.0%,3,-,-,4.8%,10.1%,52.4%,63.6%,41.1%,52.9%,39.8%,46.6%,0.84
Clay,7,4,3,57.1%,7-6,53.8%,62-58,51.7%,0-0,-,5,44.4%,20.0%,0.7%,4.3%,62.9%,58.4%,42.0%,52.3%,48.7%,50.4%,1.02
Carpet,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,1,-,-,3.3%,4.9%,52.5%,46.9%,37.9%,42.6%,27.9%,36.5%,0.49
Premiers,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,-,-,3.3%,4.9%,52.5%,46.9%,37.9%,42.6%,27.9%,36.5%,0.49
Internationals,10,4,6,40.0%,7-12,36.8%,80-101,44.2%,0-1,0.0%,8,44.4%,20.0%,2.2%,6.5%,58.9%,60.2%,41.6%,52.5%,45.6%,49.0%,0.96
Quarter-finals,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,1,-,-,0.0%,8.3%,50.0%,50.0%,0.0%,25.0%,14.3%,19.2%,0.19
vs Righties,10,4,6,40.0%,8-10,44.4%,68-81,45.6%,0-1,0.0%,6,-,-,3.6%,7.8%,53.7%,57.6%,40.1%,49.5%,41.1%,45.5%,0.81
vs Lefties,5,2,3,40.0%,4-8,33.3%,56-71,44.1%,0-0,-,3,44.4%,20.0%,0.8%,4.5%,63.7%,60.3%,42.7%,53.9%,47.4%,50.4%,1.03
