Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Shrewsbury $25K R32,L vs Lumsden,75% (3/4),50% (1/2),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2017 Istanbul $25K R32,L vs Gorgodze,50% (2/4),67% (4/6),0/0,0/0,22% (2/9),1/3,1/2,- (0/0),- (0/0)
2017 Hua Hin $25K R32,W vs Kajuru,45% (5/11),53% (10/19),2/4,1/1,38% (5/13),0/1,0/0,- (0/0),- (0/0)
2017 Artvin $60K R16,L vs Raina,45% (5/11),40% (6/15),1/1,0/0,33% (4/12),2/4,1/2,- (0/0),- (0/0)
2017 Artvin $60K R32,W vs Ozgen,54% (7/13),50% (5/10),2/3,1/2,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2017 Chiswick $25K R32,L vs Kerkhove,57% (4/7),33% (3/9),0/0,0/0,63% (10/16),1/3,0/1,- (0/0),- (0/0)
2017 Woking $25K R32,L vs Kerkhove,50% (2/4),0% (0/2),0/0,0/0,29% (2/7),2/4,0/1,- (0/0),- (0/0)
2017 Bursa $60K R16,L vs Zhuk,43% (3/7),11% (1/9),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2017 Bursa $60K R32,W vs Shroff,54% (7/13),63% (5/8),2/7,1/1,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2017 Denain $25K R16,L vs Arcangioli,33% (3/9),57% (4/7),0/0,0/0,46% (6/13),3/5,1/2,- (0/0),- (0/0)
2017 Stuttgart Vaihingen $25K R16,L vs Zaja,33% (3/9),17% (1/6),0/0,0/0,58% (7/12),8/10,1/2,- (0/0),- (0/0)
2017 Stuttgart Vaihingen $25K R32,W vs Brianti,47% (8/17),43% (6/14),2/3,1/2,55% (6/11),1/2,1/1,67% (4/6),60% (3/5)
2017 Lenzerheide $25K R32,L vs Scholl,67% (2/3),- (0/0),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2017 Padova $25K QF,L vs Peterson,38% (5/13),58% (7/12),1/1,0/0,25% (3/12),0/2,0/1,- (0/0),- (0/0)
2017 Padova $25K R16,W vs Grabher,78% (7/9),56% (5/9),2/2,1/1,40% (2/5),0/0,0/0,60% (3/5),80% (4/5)
2017 Padova $25K R32,W vs Pella,43% (6/14),55% (6/11),2/6,1/3,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2017 Stare Splavy $25K R32,L vs Ozgen,56% (5/9),100% (2/2),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2017 Dunakeszi $25K R16,L vs Soylu,13% (1/8),35% (6/17),0/0,0/0,18% (2/11),2/4,1/2,- (0/0),- (0/0)
2017 Dunakeszi $25K R32,W vs Udvardy,75% (6/8),41% (7/17),2/5,1/2,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2017 Istanbul $25K QF,L vs Rybarikova,67% (2/3),0% (0/4),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2017 (29 matches),,49.3%,43.4%,48.3%,46.4%,48.1%,48.5%,40.7%,64.3%,59.3%
2016 (28 matches),,51.1%,47.4%,50.0%,52.0%,49.0%,38.9%,44.4%,52.4%,46.2%
2015 (22 matches),,52.4%,45.8%,48.0%,38.5%,53.4%,37.2%,25.0%,51.7%,53.6%
2014 (15 matches),,50.3%,48.7%,36.1%,45.5%,51.1%,58.5%,67.7%,41.9%,46.9%
2013 (26 matches),,59.9%,53.4%,62.1%,75.0%,54.3%,47.5%,0.0%,58.1%,53.7%
Career (134 matches),,53.7%,48.1%,51.2%,51.9%,51.1%,46.6%,44.0%,53.4%,52.2%
