Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2011,2011,Q1,1,0.85,0.0%,5.5%,71.4%,58.5%,38.5%,52.7%,40.2%,64.3%,57.1%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2013,2013,Q1,1,0.88,2.2%,4.4%,61.5%,42.9%,40.0%,41.8%,51.4%,47.1%,75.0%
Wimbledon,3,Grass,3,0,3,0.0%,1,0,1,0.0%,2007,2013,Q1,0,,,,,,,,,,
US Open,4,Hard,5,1,4,20.0%,1,1,0,100.0%,2006,2013,Q2,3,0.80,3.3%,6.1%,59.8%,59.6%,44.9%,53.7%,37.3%,36.0%,29.2%
Fed Cup,2,,2,2,0,100.0%,0,0,0,-,2007,2008,,0,,,,,,,,,,
Bol,4,Clay,4,0,4,0.0%,1,0,1,0.0%,2000,2016,R32,1,0.75,0.0%,18.6%,58.1%,60.0%,27.8%,46.5%,40.3%,0.0%,28.6%
Bastad,4,Clay,9,5,4,55.6%,2,1,1,50.0%,2010,2015,QF,7,1.02,1.3%,3.7%,60.9%,59.7%,44.0%,53.6%,47.4%,58.0%,46.2%
Strasbourg,2,Clay,6,4,2,66.7%,1,0,1,0.0%,2008,2012,R16,5,1.20,3.1%,5.8%,55.4%,62.4%,47.9%,56.0%,53.0%,34.6%,50.0%
Linz,3,Hard,5,2,3,40.0%,0,0,0,-,2009,2011,Q2,5,0.87,1.4%,5.4%,59.0%,59.4%,41.1%,51.9%,41.7%,51.0%,42.1%
Bad Gastein,2,Clay,2,0,2,0.0%,0,0,0,-,2007,2011,Q1,1,0.84,8.2%,4.7%,55.3%,61.7%,42.1%,52.9%,39.5%,54.5%,100.0%
Stuttgart,2,Clay,4,2,2,50.0%,0,0,0,-,2010,2011,Q3,4,0.97,1.5%,3.1%,61.1%,58.1%,46.0%,53.4%,45.2%,51.2%,62.5%
