Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2019-12-02),1132,7,,,,,,,,,1231,10,,
2018,458,57,,,,,,,,,469,110,,
2017,463,73,,,,,,,,,451,112,,
2016,454,72,,,,,,,,,397,125,,
2015,250,181,,,,,,,,,204,322,,
2014,224,219,,,,,,,,,323,151,,
2013,220,282,212,1396,204,1397,210,1318,191,1328,153,490,,
2012,248,225,,,,,,,,,205,322,,
2011,285,190,199,1437,185,1425,195,1394,192,1357,257,270,,
2010,201,296,,,,,,,,,426,106,,
2009,304,137,,,,,,,,,,,,
2008,228,127,,,,,,,,,,,,
2007,273,97,,,,,,,,,,,,
2006,218,122,,,,,,,,,,,,
2005,276,108,,,,,,,,,,,,
2004,344,63,,,,,,,,,,,,
2003,340,56,,,,,,,,,,,,
2002,472,28,,,,,,,,,,,,
