Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,7,7,50.0%,16-16,50.0%,140-143,49.5%,1-1,50.0%,14,71.6%,24.1%,5.7%,1.5%,64.3%,66.3%,53.9%,61.9%,36.2%,49.2%,0.95
Clay,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
Grand Slams,2,1,1,50.0%,3-5,37.5%,38-41,48.1%,1-0,100.0%,2,76.9%,17.9%,2.9%,0.8%,60.8%,67.8%,57.3%,63.7%,35.7%,49.2%,0.98
Masters,4,2,2,50.0%,4-5,44.4%,40-39,50.6%,0-0,-,4,80.0%,20.5%,9.5%,3.0%,61.2%,72.5%,54.4%,65.5%,34.8%,50.6%,1.01
Other Tours,6,2,4,33.3%,5-6,45.5%,46-51,47.4%,0-1,0.0%,5,70.8%,25.0%,4.5%,1.0%,66.2%,62.5%,52.8%,59.2%,35.4%,47.8%,0.87
Best of 5,5,3,2,60.0%,7-5,58.3%,54-53,50.5%,1-0,100.0%,5,67.6%,25.4%,4.6%,1.1%,64.5%,66.0%,54.3%,61.8%,37.4%,49.5%,0.98
Best of 3,10,4,6,40.0%,9-11,45.0%,86-90,48.9%,0-1,0.0%,9,75.0%,23.0%,6.6%,1.8%,64.1%,66.6%,53.6%,61.9%,35.2%,49.0%,0.92
vs Righties,10,5,5,50.0%,11-10,52.4%,105-92,53.3%,1-1,50.0%,9,78.4%,25.7%,6.0%,1.3%,63.7%,67.9%,59.1%,64.7%,37.8%,51.3%,1.07
vs Lefties,5,2,3,40.0%,5-6,45.5%,35-51,40.7%,0-0,-,5,56.9%,20.4%,4.9%,2.0%,65.5%,62.7%,41.5%,55.4%,32.3%,44.3%,0.72
vs Top 10,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,81.8%,9.1%,3.2%,0.0%,71.3%,61.2%,55.6%,59.6%,27.9%,46.3%,0.69
