Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,4,1,80.0%,7-2,77.8%,50-33,60.2%,0-0,-,5,88.4%,30.0%,6.4%,2.7%,62.1%,74.4%,58.0%,68.2%,42.7%,55.9%,1.34,F (Canberra)
2025,49,37,12,75.5%,74-35,67.9%,601-445,57.5%,3-5,37.5%,49,81.5%,33.3%,5.7%,3.0%,59.6%,72.2%,55.3%,65.4%,42.8%,53.7%,1.23,W (3x)
2024,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,5.2%,0.0%,65.5%,50.0%,45.0%,48.3%,34.0%,41.4%,0.66,R32 (Villena)
Career,55,41,14,74.5%,81-39,67.5%,657-490,57.3%,3-5,37.5%,55,81.5%,32.9%,5.7%,2.9%,59.9%,72.0%,55.3%,65.3%,42.6%,53.7%,1.23,
