Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1998,,,,,,,,,,,1011,12,,
1996,1269,2,,,,,,,,,1259,1,,
1995,782,,,,,,,,,,1002,10,,
1994,1198,2,,,,,,,,,,,,
1993,115,,103,1739,83,1713,77,1724,,,196,314,,
1992,66,,79,1776,68,1756,59,1761,,,130,453,,
1991,18,,72,1788,46,1785,47,1789,97,1601,116,434,,
1990,55,,83,1752,98,1643,54,1748,82,1586,148,332,,
1989,28,,49,1815,,,28,1839,,,299,,,
1988,226,,,,,,,,,,340,,,
1987,804,,,,,,,,,,,,,
1986,870,,,,,,,,,,,,,
1985,139,,,,,,,,,,338,,,
