Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,13,15,46.4%,36-34,51.4%,331-323,50.6%,5-9,35.7%,17,73.3%,26.9%,3.5%,3.5%,69.2%,66.1%,50.7%,61.3%,39.4%,50.2%,1.02
Clay,166,92,74,55.4%,219-181,54.8%,1935-1765,52.3%,27-23,54.0%,79,67.7%,35.4%,2.5%,2.9%,73.2%,62.3%,47.5%,58.3%,43.5%,50.8%,1.04
Grass,4,1,3,25.0%,5-9,35.7%,65-76,46.1%,0-1,0.0%,4,80.0%,12.9%,5.9%,4.5%,69.9%,69.0%,53.9%,64.5%,35.1%,49.0%,0.99
Carpet,41,16,25,39.0%,39-55,41.5%,445-485,47.8%,5-11,31.3%,27,75.3%,23.8%,4.0%,3.6%,68.3%,66.3%,47.8%,60.4%,38.3%,49.6%,0.97
Grand Slams,27,15,12,55.6%,57-42,57.6%,475-447,51.5%,5-7,41.7%,21,75.1%,29.1%,4.0%,2.8%,72.5%,67.4%,51.2%,62.9%,40.0%,51.0%,1.08
Masters,38,23,15,60.5%,48-35,57.8%,411-359,53.4%,5-4,55.6%,34,70.2%,36.5%,2.7%,3.0%,72.0%,63.4%,48.4%,59.2%,44.0%,51.6%,1.08
Other Tours,160,79,81,49.4%,175-177,49.7%,1672-1619,50.8%,26-29,47.3%,72,68.7%,29.3%,2.9%,3.5%,70.9%,62.6%,47.2%,58.1%,41.2%,49.6%,0.98
Best of 5,38,19,19,50.0%,74-64,53.6%,669-644,51.0%,7-11,38.9%,21,75.1%,29.1%,4.0%,2.8%,72.5%,67.4%,51.2%,62.9%,40.0%,51.0%,1.08
Best of 3,201,103,98,51.2%,225-215,51.1%,2107-2005,51.2%,30-33,47.6%,106,69.2%,31.5%,2.8%,3.3%,71.2%,62.8%,47.5%,58.4%,42.0%,50.2%,1.01
Finals,4,1,3,25.0%,4-7,36.4%,48-56,46.2%,0-1,0.0%,1,62.5%,35.7%,0.0%,2.2%,74.2%,51.5%,69.6%,56.2%,41.8%,48.7%,0.95
Semi-finals,10,3,7,30.0%,6-15,28.6%,82-103,44.3%,2-1,66.7%,5,59.6%,26.1%,1.1%,2.9%,78.1%,59.0%,42.6%,55.4%,39.2%,47.1%,0.88
Quarter-finals,23,10,13,43.5%,23-27,46.0%,216-241,47.3%,4-5,44.4%,12,66.4%,25.9%,3.2%,3.3%,72.1%,60.6%,46.9%,56.8%,38.7%,47.8%,0.90
vs Righties,182,84,98,46.2%,217-225,49.1%,2070-2036,50.4%,24-33,42.1%,95,68.3%,30.6%,3.0%,3.2%,71.4%,62.7%,47.6%,58.4%,41.3%,49.8%,0.99
vs Lefties,56,37,19,66.1%,80-54,59.7%,694-607,53.3%,13-11,54.2%,32,77.2%,31.9%,3.3%,3.3%,71.6%,67.2%,50.5%,62.4%,42.2%,52.4%,1.12
vs Top 10,20,6,14,30.0%,20-30,40.0%,217-252,46.3%,4-5,44.4%,16,68.1%,24.3%,3.1%,2.6%,71.9%,62.0%,48.1%,58.1%,36.9%,47.8%,0.88
