Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Guayaquil CH QF,W vs Barrena,72.5%,54.1%,0.0%,0/0,2.06,7.7%,72.2%,57.7%,0.0%,2.04,16.7%,78.6%,45.5%,0.0%,2.07,0.0%
2024 Cordoba R32,L vs Diaz Acosta,79.6%,25.6%,4.1%,1/1,2.31,8.2%,88.0%,18.2%,4.0%,2.26,13.8%,85.0%,35.3%,5.0%,2.38,0.0%
Career (2 matches),,76.0%,39.5%,2.0%,50.0%,2.22,8.0%,78.7%,39.6%,1.6%,2.20,14.6%,82.4%,39.3%,2.9%,2.25,0.0%
