Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Guayaquil CH QF,W vs Barrena,36.4%,54.5%,76.9%,43.9%,45.5%,59.1%,66.7%,60.5%,57.1%,80.0%,-,30.0%,55.0%,85.7%,59
2024 Cordoba R32,L vs Diaz Acosta,9.8%,21.3%,46.9%,15.9%,12.1%,27.3%,48.3%,23.3%,73.7%,71.4%,40.0%,9.1%,18.2%,45.0%,-39
Career (2 matches),,21.0%,35.2%,57.3%,27.6%,25.5%,40.0%,53.7%,38.2%,69.2%,75.9%,40.0%,19.0%,35.7%,61.8%,58
