Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 Australian Open R64,L vs Jankovic,85.9,,,,,103,,,,,,,69
2014 Australian Open R128,W vs Kichenok,85.7,,,,,101,,,,,,,62
2013 Roland Garros R128,L vs Putintseva,85.2,,,,,96,,,,,,,66
2013 Australian Open R32,L vs Williams,85.7,,,,,98,,,,,,,69
2013 Australian Open R64,W vs Beck,86.6,,,,,100,,,,,,,70
2013 Australian Open R128,W vs Tatishvili,84.6,,,,,98,,,,,,,63
2012 US Open R64,L vs Pironkova,87.3,,,,,103,,,,,,,68
2012 Roland Garros R64,L vs Sharapova,85.3,,,,,98,,,,,,,74
2012 Australian Open R128,L vs Cetkovska,84.3,,,,,95,,,,,,,69
2011 Roland Garros R64,L vs Wickmayer,83.7,87.9,6.2,,,97,70,72.7,4.1,,,80,65
2011 Roland Garros R128,W vs Mladenovic,83.8,88.4,6.5,,,98,73,70.9,5.2,,,82,62
2011 Australian Open R32,L vs Peng,85.9,90.8,4.5,,,99,78,76.1,4.7,,,85,65
2011 Australian Open R64,W vs Garcia,84.7,89.9,5.4,,,97,77,75.5,5.2,,,82,65
2011 Australian Open R128,W vs Dulgheru,85.6,90.0,5.6,,,99,77,72.5,5.9,,,80,61
Career (14 matches),,85.2,89.3,5.7,,,103,70,73.5,5.0,,,85,61
