Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,1,1,0,100.0%,2-1,66.7%,17-16,51.5%,1-0,100.0%,0,,,,,,,,,,,,
2014,7,3,4,42.9%,6-8,42.9%,55-75,42.3%,3-0,100.0%,7,-,-,2.9%,3.6%,63.8%,54.5%,48.0%,52.1%,40.4%,46.4%,0.85,R16 (2x)
2013,43,20,23,46.5%,44-47,48.4%,375-412,47.6%,3-1,75.0%,39,-,-,1.8%,2.9%,63.9%,61.2%,43.1%,54.6%,41.8%,48.2%,0.92,SF (Kuala Lumpur)
2012,33,13,20,39.4%,32-37,46.4%,299-321,48.2%,2-2,50.0%,26,-,-,0.8%,2.5%,63.2%,57.3%,46.6%,53.3%,42.1%,47.7%,0.90,QF (2x)
2011,50,25,25,50.0%,60-55,52.2%,525-525,50.0%,6-5,54.5%,42,-,-,1.0%,2.6%,67.8%,57.8%,47.7%,54.5%,43.9%,49.3%,0.97,QF (4x)
2010,32,12,20,37.5%,30-42,41.7%,321-349,47.9%,3-4,42.9%,25,-,-,1.9%,2.4%,68.1%,59.1%,46.5%,55.1%,42.6%,48.8%,0.95,SF (Kuala Lumpur)
2009,34,11,23,32.4%,27-45,37.5%,285-353,44.7%,0-4,0.0%,29,-,-,1.3%,3.7%,64.0%,57.7%,45.4%,53.3%,43.0%,48.3%,0.92,SF (2x)
2008,18,6,12,33.3%,15-26,36.6%,154-217,41.5%,2-1,66.7%,14,-,-,0.6%,3.5%,62.1%,54.2%,42.6%,49.8%,45.8%,47.7%,0.91,R16 (3x)
2007,14,7,7,50.0%,15-17,46.9%,133-154,46.3%,0-1,0.0%,11,-,-,0.7%,5.1%,58.8%,56.9%,46.8%,52.7%,42.9%,47.9%,0.91,QF (2x)
2006,3,2,1,66.7%,5-3,62.5%,39-35,52.7%,0-0,-,3,-,-,2.2%,4.8%,67.8%,62.8%,48.6%,58.3%,43.8%,51.4%,1.05,R16 (Birmingham)
2005,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Japan Open)
Career,236,100,136,42.4%,236-283,45.5%,2211-2469,47.2%,20-18,52.6%,196,-,-,1.3%,3.1%,64.9%,58.2%,45.8%,53.8%,43.0%,48.4%,0.93,
