Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2014 Australian Open R64,L vs Jankovic,7,18,0.4,8.9%,22.8%,6,15,0.4,9.7%,24.2%,,,1.8,31.6%,17.7%
2014 Australian Open R128,W vs Kichenok,20,24,0.8,14.0%,16.8%,14,22,0.6,11.3%,17.7%,,,0.6,16.8%,30.1%
2013 Roland Garros R128,L vs Putintseva,16,31,0.5,15.1%,29.2%,16,30,0.5,16.0%,30.0%,,,1.2,15.1%,12.3%
2013 Australian Open R32,L vs Williams,7,12,0.6,7.1%,12.2%,7,9,0.8,8.4%,10.8%,,,1.2,29.6%,25.5%
2013 Australian Open R64,W vs Beck,25,21,1.2,21.7%,18.3%,21,20,1.1,20.0%,19.0%,,,0.5,7.8%,17.4%
2013 Australian Open R128,W vs Tatishvili,18,27,0.7,17.8%,26.7%,16,27,0.6,16.7%,28.1%,,,0.3,6.9%,23.8%
2012 US Open R64,L vs Pironkova,8,31,0.3,6.7%,26.1%,8,28,0.3,7.1%,25.0%,,,0.9,18.5%,21.0%
2012 Roland Garros R64,L vs Sharapova,1,11,0.1,1.2%,13.1%,1,11,0.1,1.3%,13.8%,,,1.2,26.2%,21.4%
2012 Australian Open R128,L vs Cetkovska,21,37,0.6,12.4%,21.9%,21,32,0.7,13.2%,20.1%,,,0.8,14.2%,18.9%
2011 Roland Garros R64,L vs Wickmayer,27,13,2.1,18.1%,8.7%,26,11,2.4,18.4%,7.8%,6.4%,11.3%,2.3,27.5%,12.1%
2011 Roland Garros R128,W vs Mladenovic,30,40,0.8,15.3%,20.4%,30,38,0.8,16.0%,20.2%,11.7%,4.3%,0.9,16.3%,17.9%
2011 Australian Open R32,L vs Peng,30,33,0.9,18.3%,20.1%,30,33,0.9,18.5%,20.4%,,,1.9,22.0%,11.6%
2011 Australian Open R64,W vs Garcia,15,14,1.1,12.0%,11.2%,15,13,1.2,13.4%,11.6%,,,0.7,20.0%,30.4%
2011 Australian Open R128,W vs Dulgheru,14,23,0.6,11.3%,18.5%,14,23,0.6,11.9%,19.5%,,,0.5,12.9%,25.8%
Career (14 matches),,239,335,0.7,13.5%,18.9%,225,312,0.7,13.7%,19.0%,1.9%,1.5%,0.9,18.5%,20.1%
