Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2000,80,518,65,1780,56,1731,65,1725,89,1595,24,1960,,
1999,79,564,69,1788,54,1760,81,1696,66,1645,39,1437,,
1998,85,588,96,1724,65,1720,102,1674,58,1655,57,1027,,
1997,68,677,79,1776,72,1729,71,1733,59,1651,95,745,,
1996,47,875,46,1866,35,1821,45,1813,53,1699,776,29,,
1995,116,,66,1813,87,1700,60,1782,,,148,453,,
1994,149,,114,1726,179,1552,77,1731,,,127,554,,
1993,438,,,,,,,,,,194,318,,
1992,141,,182,1633,238,1478,138,1640,,,96,601,,
1991,331,,,,,,,,,,302,118,,
1990,941,,,,,,,,,,863,4,,
1989,912,,,,,,,,,,,,,
