Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,120,65,55,54.2%,168-161,51.1%,1578-1593,49.8%,27-17,61.4%,112,74.4%,24.7%,4.4%,3.8%,59.5%,68.9%,49.2%,60.9%,38.7%,49.7%,0.99
Clay,66,31,35,47.0%,84-89,48.6%,806-824,49.4%,10-9,52.6%,61,69.7%,27.3%,3.8%,2.9%,59.9%,66.0%,48.0%,58.8%,39.7%,49.3%,0.96
Grass,11,3,8,27.3%,15-25,37.5%,195-226,46.3%,4-4,50.0%,10,79.5%,13.0%,8.2%,4.8%,58.2%,73.9%,47.9%,63.1%,32.3%,48.2%,0.87
Carpet,29,14,15,48.3%,35-35,50.0%,349-356,49.5%,10-5,66.7%,28,77.4%,21.7%,5.6%,5.0%,56.9%,70.6%,49.3%,61.4%,38.0%,49.8%,0.98
Grand Slams,42,21,21,50.0%,84-84,50.0%,828-827,50.0%,13-13,50.0%,39,75.0%,24.5%,5.1%,3.4%,62.6%,70.1%,45.5%,60.9%,37.9%,49.4%,0.97
Masters,17,7,10,41.2%,18-25,41.9%,184-215,46.1%,2-3,40.0%,17,71.1%,21.3%,4.4%,4.5%,54.2%,68.2%,48.4%,59.1%,37.1%,48.3%,0.91
Other Tours,162,83,79,51.2%,192-193,49.9%,1846-1895,49.3%,36-19,65.5%,155,73.7%,24.5%,4.5%,3.9%,58.3%,68.0%,50.1%,60.6%,38.8%,49.7%,0.98
Best of 5,45,22,23,48.9%,90-90,50.0%,881-874,50.2%,13-13,50.0%,39,75.0%,24.5%,5.1%,3.4%,62.6%,70.1%,45.5%,60.9%,37.9%,49.4%,0.97
Best of 3,181,91,90,50.3%,212-220,49.1%,2047-2125,49.1%,38-22,63.3%,172,73.4%,24.2%,4.5%,3.9%,57.8%,68.0%,50.0%,60.4%,38.7%,49.6%,0.98
Finals,5,1,4,20.0%,3-9,25.0%,53-69,43.4%,0-1,0.0%,5,76.3%,12.9%,3.7%,3.5%,64.7%,64.2%,52.1%,60.0%,32.7%,46.5%,0.82
Semi-finals,10,5,5,50.0%,12-13,48.0%,122-124,49.6%,3-2,60.0%,10,76.7%,22.3%,5.1%,3.8%,58.6%,70.6%,52.1%,62.9%,38.8%,50.4%,1.05
Quarter-finals,22,10,12,45.5%,24-30,44.4%,246-271,47.6%,4-2,66.7%,22,71.7%,22.5%,4.1%,4.2%,54.7%,69.6%,49.1%,60.3%,36.2%,48.7%,0.91
vs Righties,189,98,91,51.9%,260-257,50.3%,2494-2516,49.8%,46-28,62.2%,176,74.2%,24.4%,4.7%,3.7%,59.5%,68.6%,48.7%,60.6%,38.7%,49.7%,0.98
vs Lefties,37,15,22,40.5%,42-53,44.2%,434-483,47.3%,5-7,41.7%,35,72.1%,23.6%,4.3%,4.1%,57.4%,68.8%,49.0%,60.4%,36.8%,48.8%,0.93
vs Top 10,27,6,21,22.2%,17-52,24.6%,277-379,42.2%,1-8,11.1%,26,70.5%,16.1%,5.4%,5.2%,57.2%,67.9%,47.0%,58.9%,32.4%,46.0%,0.79
