Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1998,3,2,1,66.7%,3-2,60.0%,24-16,60.0%,1-0,100.0%,0,,,,,,,,,,,,QF (Andorra)
1997,3,2,1,66.7%,4-4,50.0%,32-38,45.7%,0-0,-,0,,,,,,,,,,,,QF (Venice)
1996,4,3,1,75.0%,7-1,87.5%,46-24,65.7%,0-1,0.0%,0,,,,,,,,,,,,SF (Budapest)
1995,23,16,7,69.6%,29-19,60.4%,229-188,54.9%,3-2,60.0%,0,,,,,,,,,,,,W (Merano)
1994,18,11,7,61.1%,22-14,61.1%,180-152,54.2%,4-1,80.0%,0,,,,,,,,,,,,W (Weiden)
1993,5,2,3,40.0%,5-4,55.6%,41-43,48.8%,0-1,0.0%,0,,,,,,,,,,,,QF (Dublin)
1992,18,9,9,50.0%,18-21,46.2%,171-172,49.9%,2-0,100.0%,0,,,,,,,,,,,,F (Ljubljana)
1991,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,0,,,,,,,,,,,,R32 (Tampere)
Career,75,45,30,60.0%,89-67,57.1%,736-648,53.2%,10-5,66.7%,0,,,,,,,,,,,,
