Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,11,5,6,45.5%,11-12,47.8%,108-113,48.9%,1-1,50.0%,11,84.5%,12.8%,14.0%,3.5%,53.0%,79.0%,51.9%,66.3%,32.0%,49.2%,0.95,SF (Kyoto)
2016,54,31,23,57.4%,70-59,54.3%,633-621,50.5%,13-8,61.9%,52,77.4%,23.2%,10.2%,4.1%,56.5%,73.9%,48.2%,62.7%,37.0%,50.2%,0.99,F (3x)
2015,34,20,14,58.8%,46-40,53.5%,434-411,51.4%,8-11,42.1%,34,76.8%,26.9%,8.2%,3.4%,57.8%,70.5%,50.9%,62.2%,39.2%,50.6%,1.04,F (2x)
2014,5,2,3,40.0%,5-8,38.5%,54-70,43.5%,2-1,66.7%,5,73.3%,13.1%,6.4%,2.1%,63.1%,69.9%,50.0%,62.6%,31.7%,47.5%,0.85,QF (An-Ning)
2013,5,5,0,100.0%,10-1,90.9%,68-44,60.7%,0-1,0.0%,5,92.7%,30.4%,7.9%,2.6%,62.5%,78.4%,57.8%,70.7%,41.1%,55.3%,1.40,W (Portoroz)
2012,33,23,10,69.7%,49-29,62.8%,416-367,53.1%,10-4,71.4%,33,82.9%,23.1%,9.8%,3.3%,61.5%,74.6%,51.4%,65.7%,38.9%,51.9%,1.13,W (3x)
2011,52,33,19,63.5%,73-48,60.3%,634-569,52.7%,14-10,58.3%,52,79.8%,25.7%,9.3%,3.8%,61.0%,72.5%,50.2%,63.8%,39.1%,51.4%,1.08,W (Caloundra)
2010,37,19,18,51.4%,47-41,53.4%,441-407,52.0%,5-11,31.3%,36,79.0%,26.3%,6.7%,3.5%,61.3%,70.8%,50.0%,62.8%,38.8%,50.7%,1.04,F (Honolulu)
2009,47,25,22,53.2%,56-50,52.8%,520-497,51.1%,10-3,76.9%,0,,,,,,,,,,,,F (3x)
2008,32,18,14,56.3%,38-30,55.9%,361-292,55.3%,1-10,9.1%,0,,,,,,,,,,,,W (Cancun)
2007,28,12,16,42.9%,35-36,49.3%,333-338,49.6%,7-4,63.6%,0,,,,,,,,,,,,QF (3x)
2006,20,9,11,45.0%,24-24,50.0%,234-207,53.1%,0-3,0.0%,0,,,,,,,,,,,,QF (St Petersburg)
2005,8,3,5,37.5%,8-11,42.1%,85-88,49.1%,0-2,0.0%,0,,,,,,,,,,,,QF (Caloundra)
Career,366,205,161,56.0%,472-389,54.8%,4321-4024,51.8%,71-69,50.7%,228,79.4%,24.3%,9.1%,3.6%,59.3%,72.9%,50.2%,63.6%,38.2%,50.9%,1.05,
