Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
24-Oct-2016,Traralgon CH,Hard,F,169,95,(1) Jordan Thompson [AUS] d. (4) Zemlja,6-1 6-2,0.42,3.4%,1.7%,45.8%,66.7%,25.0%,10/15,1:04
18-Apr-2016,Nanjing CH,Clay,F,161,62,(1) Ricardas Berankis [LTU] d. (8) Zemlja,6-3 6-4,,,,,,,,1:08
11-Apr-2016,Gwangju CH,Hard,F,189,80,(1) Ricardas Berankis [LTU] d. (6) Zemlja,6-3 6-2,0.68,7.6%,12.1%,50.0%,63.6%,30.3%,8/12,1:21
15-Oct-2012,Vienna,Hard,F,70,8,(1) Juan Martin Del Potro [ARG] d. (Q) Zemlja,7-5 6-3,0.87,13.7%,2.0%,58.8%,70.0%,47.6%,2/5,1:42
16-Jul-2012,An-Ning CH,Clay,F,119,114,(2) Zemlja d. (1) Aljaz Bedene [SLO],1-6 7-5 6-3,1.04,6.7%,5.6%,54.4%,69.4%,48.8%,7/11,2:16
11-Jun-2012,Nottingham2 CH,Grass,F,142,104,(6) Zemlja d. (2) Karol Beck [SVK],7-6(3) 4-6 6-4,0.89,7.1%,1.0%,69.4%,73.5%,60.0%,1/2,2:16
14-Nov-2011,Salzburg CH,Hard,F,123,112,(5) Benoit Paire [FRA] d. (7) Zemlja,6-7(6) 6-4 6-4,0.96,6.9%,2.0%,69.3%,74.3%,48.4%,6/9,2:06
19-Sep-2011,Ljubljana CH,Clay,F,120,124,(4) Paolo Lorenzi [ITA] d. (3) Zemlja,6-2 6-4,0.75,5.3%,3.9%,53.9%,51.2%,37.1%,9/15,1:40
30-May-2011,Rijeka CH,Clay,F,154,110,(3) Rui Machado [POR] d. (8) Zemlja,6-3 6-0,0.54,10.2%,3.4%,62.7%,59.5%,27.3%,9/13,1:19
25-Jan-2010,Honolulu CH,Hard,F,169,90,(1) Michael Russell [USA] d. Zemlja,6-0 6-3,0.57,4.0%,8.0%,44.0%,59.1%,42.9%,5/9,1:17
