Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,51,22,29,43.1%,66-78,45.8%,689-731,48.5%,15-13,53.6%,40,76.4%,19.5%,9.4%,3.4%,57.7%,71.5%,50.0%,62.4%,35.8%,49.2%,0.95
Clay,28,14,14,50.0%,43-44,49.4%,403-399,50.2%,5-3,62.5%,15,71.8%,25.3%,7.3%,4.0%,55.7%,71.1%,44.9%,59.5%,38.6%,49.4%,0.95
Grass,15,8,7,53.3%,24-23,51.1%,241-246,49.5%,5-5,50.0%,13,84.1%,11.5%,10.1%,3.9%,62.8%,74.4%,51.9%,66.0%,31.6%,48.8%,0.93
Carpet,5,4,1,80.0%,13-6,68.4%,104-81,56.2%,2-1,66.7%,0,,,,,,,,,,,
Grand Slams,19,8,11,42.1%,29-39,42.6%,330-371,47.1%,5-8,38.5%,19,78.7%,15.9%,9.0%,3.4%,59.9%,70.9%,50.3%,62.7%,33.1%,48.4%,0.89
Masters,4,2,2,50.0%,2-5,28.6%,26-39,40.0%,1-0,100.0%,4,59.4%,18.8%,3.3%,5.7%,59.0%,65.6%,37.9%,54.2%,35.7%,45.3%,0.78
Other Tours,41,18,23,43.9%,44-53,45.4%,452-486,48.2%,13-6,68.4%,41,74.8%,20.8%,8.7%,3.6%,58.0%,71.4%,48.0%,61.6%,36.8%,49.2%,0.96
Best of 5,50,25,25,50.0%,94-90,51.1%,912-895,50.5%,13-16,44.8%,23,81.3%,16.6%,10.1%,3.5%,58.9%,73.4%,51.5%,64.4%,33.9%,49.3%,0.95
Best of 3,49,23,26,46.9%,52-61,46.0%,525-562,48.3%,14-6,70.0%,45,73.8%,20.6%,8.3%,3.7%,58.1%,71.0%,47.3%,61.1%,36.7%,48.9%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,70.0%,9.1%,13.7%,2.0%,58.8%,70.0%,47.6%,60.8%,34.2%,44.6%,0.87
Semi-finals,1,1,0,100.0%,2-1,66.7%,16-14,53.3%,1-0,100.0%,1,85.7%,20.0%,10.5%,1.1%,60.0%,75.4%,50.0%,65.3%,36.6%,50.5%,1.05
Quarter-finals,2,1,1,50.0%,2-3,40.0%,24-24,50.0%,0-0,-,2,70.8%,29.2%,8.3%,5.3%,48.9%,72.3%,57.4%,64.7%,41.3%,52.3%,1.17
vs Righties,88,41,47,46.6%,126-139,47.5%,1265-1310,49.1%,24-20,54.5%,63,76.6%,18.6%,9.2%,3.7%,58.4%,72.0%,49.0%,62.4%,35.4%,49.0%,0.94
vs Lefties,9,5,4,55.6%,15-12,55.6%,140-131,51.7%,2-2,50.0%,4,83.1%,16.9%,9.3%,3.5%,59.2%,72.9%,51.1%,64.0%,32.3%,49.4%,0.90
vs Top 10,12,1,11,8.3%,4-27,12.9%,122-187,39.5%,2-3,40.0%,12,72.5%,7.7%,10.3%,2.6%,60.5%,70.7%,44.7%,60.4%,29.1%,44.9%,0.74
