Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,2,1,66.7%,8-4,66.7%,73-54,57.5%,1-4,20.0%,3,93.4%,23.0%,14.1%,4.5%,50.1%,86.2%,58.5%,72.4%,39.4%,54.7%,1.43,
2016,3,1,2,33.3%,4-5,44.4%,41-42,49.4%,0-1,0.0%,3,80.5%,19.5%,12.0%,2.8%,59.0%,77.7%,47.6%,65.3%,34.6%,49.9%,1.00,R16 (Hamburg)
2015,2,0,2,0.0%,2-6,25.0%,34-44,43.6%,1-0,100.0%,0,,,,,,,,,,,,
2014,1,0,1,0.0%,1-3,25.0%,11-24,31.4%,1-0,100.0%,0,,,,,,,,,,,,
2013,32,12,20,37.5%,31-50,38.3%,368-437,45.7%,9-9,50.0%,30,74.7%,18.3%,8.8%,4.5%,56.9%,72.3%,45.5%,60.8%,35.2%,48.2%,0.90,QF (Casablanca)
2012,21,12,9,57.1%,32-28,53.3%,297-293,50.3%,8-3,72.7%,19,77.1%,21.7%,9.2%,2.8%,59.7%,71.2%,49.7%,62.6%,36.7%,49.7%,0.98,F (Vienna)
2011,8,2,6,25.0%,11-18,37.9%,127-149,46.0%,1-1,50.0%,4,75.0%,13.9%,5.1%,2.5%,64.1%,67.2%,52.7%,62.0%,34.0%,48.1%,0.89,
2010,11,7,4,63.6%,20-13,60.6%,173-152,53.2%,4-2,66.7%,7,79.8%,16.5%,10.3%,2.3%,61.1%,70.2%,55.6%,64.5%,32.8%,49.6%,0.93,R16 (Vienna)
2009,7,4,3,57.1%,12-9,57.1%,102-90,53.1%,1-0,100.0%,2,68.2%,4.3%,5.1%,6.5%,60.1%,65.1%,47.3%,58.0%,27.9%,42.8%,0.66,
2008,1,1,0,100.0%,3-2,60.0%,25-20,55.6%,0-0,-,0,,,,,,,,,,,,
2007,3,2,1,66.7%,6-6,50.0%,62-59,51.2%,1-2,33.3%,0,,,,,,,,,,,,
2006,4,3,1,75.0%,9-3,75.0%,66-45,59.5%,0-0,-,0,,,,,,,,,,,,
2005,3,2,1,66.7%,7-4,63.6%,58-48,54.7%,0-0,-,0,,,,,,,,,,,,
Career,99,48,51,48.5%,146-151,49.2%,1437-1457,49.7%,27-22,55.1%,68,77.3%,18.8%,9.1%,3.6%,58.4%,72.1%,49.3%,62.6%,35.4%,49.1%,0.95,
