Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,13,3,10,23.1%,9,4,5,44.4%,2010,2023,R32,13,0.85,5.6%,4.2%,62.4%,69.1%,47.8%,61.1%,33.0%,65.0%,25.7%
Roland Garros,14,Clay,24,10,14,41.7%,17,7,10,41.2%,2010,2023,R16,24,1.03,4.0%,3.6%,62.7%,70.2%,50.6%,62.9%,38.2%,63.2%,39.0%
Wimbledon,8,Grass,8,0,8,0.0%,4,1,3,25.0%,2011,2022,R128,7,0.67,5.4%,4.1%,61.1%,68.1%,46.0%,59.5%,27.1%,54.2%,37.5%
US Open,12,Hard,17,5,12,29.4%,6,1,5,16.7%,2010,2023,R64,17,0.88,5.7%,4.8%,60.4%,67.2%,48.5%,59.8%,35.5%,56.6%,41.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.63,4.8%,0.0%,61.9%,46.2%,33.3%,41.3%,36.7%,62.5%,20.0%
Davis Cup,2,,8,5,3,62.5%,4,2,2,50.0%,2015,2016,,4,1.03,3.8%,2.9%,62.2%,69.8%,53.8%,63.7%,37.2%,67.4%,47.6%
Buenos Aires,14,Clay,34,20,14,58.8%,12,7,5,58.3%,2010,2023,SF,34,1.04,3.3%,3.5%,62.8%,69.1%,51.2%,62.4%,39.1%,56.5%,44.8%
Madrid Masters,8,Clay,20,12,8,60.0%,13,7,6,53.8%,2011,2023,R16,20,1.13,4.9%,3.5%,65.5%,73.0%,53.9%,66.4%,38.0%,56.7%,44.2%
Sao Paulo,8,Clay,18,11,7,61.1%,5,1,4,20.0%,2012,2019,W,18,1.16,8.3%,2.5%,62.2%,75.8%,54.6%,67.8%,37.4%,60.8%,38.7%
Monte Carlo Masters,8,Clay,16,8,8,50.0%,3,1,2,33.3%,2011,2022,R32,16,0.96,3.0%,4.7%,59.7%,63.5%,49.0%,57.7%,40.5%,57.0%,43.4%
Indian Wells Masters,8,Hard,14,6,8,42.9%,8,4,4,50.0%,2014,2022,R16,14,0.97,3.5%,5.0%,57.3%,67.5%,52.1%,60.9%,37.8%,51.2%,40.2%
Santiago,7,Clay,22,15,7,68.2%,9,6,3,66.7%,2010,2023,SF,22,1.16,4.4%,4.4%,63.7%,71.1%,53.2%,64.6%,41.0%,62.0%,48.1%
