Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros Q1,W vs Mejia,82.6%,42.2%,1.8%,1/1,2.16,4.3%,79.7%,41.8%,1.4%,2.02,5.6%,97.2%,42.9%,2.8%,2.38,2.6%
2022 US Open R128,L vs Isner,38.9%,57.1%,6.9%,2/3,-,14.0%,27.5%,50.0%,2.0%,-,24.1%,66.7%,64.3%,19.0%,-,0.0%
2022 Gstaad R16,L vs Thiem,66.7%,45.5%,0.0%,0/0,2.24,7.5%,54.1%,40.0%,0.0%,2.04,11.4%,82.8%,50.0%,0.0%,2.61,0.0%
2022 Wimbledon R128,L vs Van Rijthoven,45.5%,48.6%,10.4%,1/7,2.30,31.0%,30.2%,31.3%,9.4%,2.30,45.0%,82.6%,63.2%,13.0%,2.31,0.0%
2022 Indian Wells R64,L vs Kyrgios,44.7%,52.4%,8.5%,0/4,-,9.8%,28.6%,37.5%,10.7%,-,11.5%,72.2%,61.5%,5.6%,-,6.7%
2022 Rio de Janeiro R16,L vs Alcaraz,63.6%,45.2%,4.5%,3/0,2.17,0.0%,61.9%,50.0%,4.8%,2.15,0.0%,76.2%,37.5%,4.8%,2.20,0.0%
2022 Buenos Aires R32,W vs Del Potro,82.1%,63.0%,0.0%,0/0,2.08,12.1%,76.9%,63.3%,0.0%,1.88,19.0%,94.1%,62.5%,0.0%,2.42,0.0%
2022 Australian Open R128,L vs Martinez,68.3%,53.6%,3.5%,2/3,2.20,13.0%,69.1%,56.9%,3.2%,2.19,18.2%,74.4%,46.9%,4.7%,2.23,0.0%
2021 Rome QF,L vs Opelka,49.3%,44.4%,4.1%,3/0,2.18,8.3%,42.0%,47.6%,4.0%,2.07,11.1%,68.2%,40.0%,4.5%,2.50,0.0%
2021 Madrid R16,L vs Berrettini,61.5%,40.0%,0.0%,0/0,2.37,19.6%,50.0%,33.3%,0.0%,2.44,27.3%,82.6%,47.4%,0.0%,2.19,0.0%
2019 Bastad SF,L vs Jarry,66.7%,41.2%,5.9%,1/2,2.67,6.9%,61.8%,42.9%,2.9%,2.56,11.8%,86.7%,38.5%,13.3%,2.83,0.0%
2019 Cordoba SF,L vs Londero,59.5%,48.0%,9.5%,1/3,2.47,6.5%,50.0%,46.7%,0.0%,2.37,13.3%,83.3%,50.0%,33.3%,2.56,0.0%
2019 Cordoba QF,W vs Munar,59.2%,57.8%,3.9%,2/1,2.37,16.7%,59.3%,51.4%,3.4%,2.37,23.1%,71.4%,80.0%,7.1%,2.37,0.0%
2018 Indian Wells R64,L vs Federer,68.3%,46.4%,7.3%,2/4,2.23,17.0%,58.5%,45.2%,0.0%,2.30,26.1%,89.3%,48.0%,21.4%,2.17,8.3%
2017 Indian Wells R64,L vs Del Potro,61.0%,53.2%,2.6%,0/2,2.34,12.0%,50.0%,60.0%,2.0%,2.23,17.1%,88.0%,45.5%,4.0%,2.60,0.0%
2016 Shanghai R64,L vs Edmund,61.3%,47.4%,0.0%,0/0,2.07,12.2%,55.2%,40.6%,0.0%,2.23,21.4%,73.5%,56.0%,0.0%,1.86,0.0%
2016 Bucharest SF,L vs Pouille,71.6%,41.4%,3.7%,0/3,2.39,1.9%,66.0%,38.7%,4.3%,2.28,3.2%,81.8%,44.4%,3.0%,2.57,0.0%
2016 Marrakech F,W vs Coric,78.3%,51.1%,3.3%,0/2,2.19,2.6%,74.3%,50.0%,2.9%,2.07,4.3%,87.5%,52.4%,4.2%,2.38,0.0%
2016 Miami R128,W vs Ymer,70.5%,61.8%,0.0%,0/0,1.84,18.2%,65.9%,55.6%,0.0%,1.73,40.0%,90.3%,67.9%,0.0%,1.94,0.0%
2016 Indian Wells R16,L vs Monfils,70.6%,33.3%,2.0%,1/0,2.27,7.7%,65.7%,39.1%,2.9%,2.17,9.1%,86.7%,23.1%,0.0%,2.45,5.3%
Career (30 matches),,64.5%,46.2%,3.2%,41.3%,2.25,13.5%,57.4%,44.9%,2.2%,2.23,20.3%,83.5%,47.8%,5.4%,2.27,3.2%
