Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,28,13,15,46.4%,32-34,48.5%,309-306,50.2%,5-3,62.5%,28,71.6%,28.6%,3.9%,4.8%,62.6%,66.6%,49.1%,60.1%,40.9%,50.3%,1.02,W (Cali)
2022,10,5,5,50.0%,11-12,47.8%,104-112,48.1%,2-2,50.0%,10,68.9%,27.4%,4.0%,5.5%,62.0%,65.2%,45.4%,57.7%,39.8%,49.1%,0.94,QF (2x)
2020,6,3,3,50.0%,8-7,53.3%,75-67,52.8%,2-0,100.0%,6,87.1%,17.1%,7.7%,3.4%,68.8%,79.0%,56.2%,71.9%,35.3%,52.1%,1.26,SF (Parma)
2019,13,10,3,76.9%,21-10,67.7%,164-141,53.8%,5-1,83.3%,13,75.0%,31.8%,3.8%,4.9%,65.8%,68.6%,49.8%,62.2%,43.0%,52.2%,1.14,W (Perugia)
2018,26,21,5,80.8%,43-12,78.2%,311-196,61.3%,2-1,66.7%,25,85.7%,36.9%,4.6%,5.0%,63.2%,72.2%,58.6%,67.2%,44.3%,55.3%,1.35,W (Biella)
2017,26,20,6,76.9%,42-16,72.4%,317-244,56.5%,4-1,80.0%,26,81.2%,30.7%,4.7%,5.8%,59.5%,71.0%,56.0%,65.0%,41.9%,52.9%,1.19,W (2x)
2015,19,17,2,89.5%,36-5,87.8%,236-147,61.6%,6-0,100.0%,19,80.0%,41.7%,4.3%,4.3%,57.3%,72.3%,55.0%,64.9%,46.6%,55.6%,1.33,W (3x)
2014,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,0-0,-,2,78.9%,16.7%,5.6%,1.9%,66.4%,73.2%,41.7%,62.6%,30.4%,47.7%,0.81,R16 (Irving)
2013,32,24,8,75.0%,49-19,72.1%,380-263,59.1%,5-4,55.6%,32,82.1%,36.6%,5.9%,5.2%,61.1%,74.1%,50.9%,65.1%,43.6%,54.4%,1.25,W (2x)
2012,24,11,13,45.8%,25-30,45.5%,260-268,49.2%,2-3,40.0%,24,78.2%,20.8%,4.9%,5.0%,60.8%,70.3%,52.5%,63.3%,37.4%,50.2%,1.02,SF (Sao Paulo)
2011,36,17,19,47.2%,44-41,51.8%,415-409,50.4%,8-3,72.7%,36,78.9%,21.0%,5.8%,3.6%,63.0%,71.3%,48.0%,62.7%,37.8%,50.4%,1.01,SF (Sao Paulo)
2010,42,27,15,64.3%,55-38,59.1%,469-406,53.6%,7-4,63.6%,42,75.9%,31.3%,4.3%,3.4%,63.8%,68.5%,49.4%,61.6%,41.5%,51.4%,1.08,W (Rome2)
2009,23,14,9,60.9%,29-23,55.8%,265-222,54.4%,4-3,57.1%,0,,,,,,,,,,,,W (Manerbio)
Career,287,183,104,63.8%,397-249,61.5%,3323-2800,54.3%,52-25,67.5%,263,78.5%,29.7%,4.8%,4.5%,62.2%,70.5%,51.4%,63.3%,41.2%,52.1%,1.12,
