Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Roland Garros Q1,W vs Mejia,5.5,5.0,6.0,59.0%,49.0%,48.7%,54.5%,64.3%,11.2%,24.0,7.4,1.0,0.6
2022 US Open R128,L vs Isner,2.7,3.3,2.0,36.8%,57.1%,62.5%,40.0%,57.5%,17.5%,3.5,5.1,10.0,21.3
2022 Gstaad R16,L vs Thiem,4.7,4.7,4.8,40.8%,57.1%,53.8%,42.1%,59.8%,10.6%,2.0,1.2,-4.5,-4.5
2022 Wimbledon R128,L vs Van Rijthoven,2.8,3.3,2.3,37.1%,56.7%,50.0%,33.3%,71.7%,34.1%,6.0,6.4,-1.5,-5.6
2022 Indian Wells R64,L vs Kyrgios,4.0,5.0,2.9,33.3%,52.9%,50.0%,54.5%,54.9%,23.2%,7.5,9.9,-3.0,-5.7
2022 Rio de Janeiro R16,L vs Alcaraz,4.7,4.9,4.5,47.4%,48.6%,40.9%,42.9%,64.1%,8.6%,3.5,2.1,3.0,3.7
2022 Buenos Aires R32,W vs Del Potro,4.7,4.0,5.3,68.0%,62.5%,54.5%,38.5%,55.1%,14.0%,10.0,9.5,3.5,4.4
2022 Australian Open R128,L vs Martinez,4.5,4.9,4.2,45.5%,50.8%,46.0%,61.5%,58.6%,19.1%,11.0,3.7,1.5,0.9
2021 Rome QF,L vs Opelka,3.0,3.3,2.8,45.5%,50.0%,72.7%,50.0%,63.0%,37.0%,11.0,13.6,3.0,9.1
2021 Madrid R16,L vs Berrettini,3.6,3.9,3.3,43.8%,42.1%,64.7%,33.3%,65.6%,19.7%,7.5,6.5,-5.5,-10.4
2019 Bastad SF,L vs Jarry,3.5,3.8,3.4,43.3%,40.9%,42.9%,16.7%,48.1%,26.5%,4.5,8.3,-2.5,-5.1
2019 Cordoba SF,L vs Londero,3.3,3.1,3.6,33.3%,50.0%,20.0%,33.3%,61.4%,8.2%,-3.0,-3.9,-5.5,-12.2
2019 Cordoba QF,W vs Munar,3.9,3.7,4.0,53.4%,37.9%,58.3%,58.8%,65.3%,7.8%,19.0,11.9,0.0,0.0
2018 Indian Wells R64,L vs Federer,3.7,4.2,3.3,41.7%,55.9%,71.4%,55.6%,38.0%,12.0%,6.5,7.6,2.5,2.0
2017 Indian Wells R64,L vs Del Potro,4.3,4.1,4.5,42.2%,62.1%,31.8%,53.3%,58.9%,24.3%,8.0,5.2,-3.0,-3.5
2016 Shanghai R64,L vs Edmund,3.9,3.7,4.1,45.0%,58.5%,56.0%,20.0%,56.2%,23.1%,1.5,1.0,-1.5,-1.6
2016 Bucharest SF,L vs Pouille,3.9,4.1,3.8,42.5%,51.1%,55.0%,37.5%,57.2%,17.8%,7.5,5.6,-4.0,-4.7
2016 Marrakech F,W vs Coric,4.0,3.7,4.3,57.1%,60.7%,43.8%,44.4%,64.6%,9.3%,6.0,4.5,-7.5,-11.2
2016 Miami R128,W vs Ymer,4.5,3.7,5.1,55.8%,64.9%,50.0%,42.9%,62.1%,11.7%,5.5,3.2,-2.0,-2.1
2016 Indian Wells R16,L vs Monfils,4.2,4.5,3.9,46.6%,33.3%,36.4%,50.0%,54.5%,14.0%,-5.0,-4.4,-6.0,-7.0
Career (30 matches),,4.2,4.3,4.1,46.2%,49.5%,47.6%,45.9%,56.5%,15.2%,6.2,4.3,-3.0,-3.1
