Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,14,14,50.0%,30-29,50.8%,275-253,52.1%,2-2,50.0%,27,60.3%,43.0%,2.0%,3.8%,70.0%,57.7%,45.4%,54.0%,46.6%,50.4%,1.01
Clay,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,12.5%,28.6%,0.0%,4.3%,65.2%,40.0%,12.5%,30.4%,37.1%,33.3%,0.53
Semi-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,11.1%,50.0%,0.0%,5.1%,66.1%,41.0%,30.0%,37.3%,48.9%,42.5%,0.78
Quarter-finals,5,0,5,0.0%,1-10,9.1%,41-65,38.7%,0-1,0.0%,5,50.0%,28.3%,0.5%,4.3%,69.6%,53.7%,43.8%,50.7%,39.8%,45.4%,0.81
vs Righties,9,4,5,44.4%,8-11,42.1%,80-85,48.5%,1-1,50.0%,9,56.1%,41.8%,2.6%,4.5%,66.7%,57.6%,41.5%,52.2%,46.3%,49.5%,0.97
vs Lefties,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,2.2%,6.5%,52.2%,70.8%,36.4%,54.3%,38.8%,45.1%,0.85
