Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Porto R32,W vs Saez Larra,1.02,1.26,56.4,2.9,-,37.5%,-,71.4%,63.9%,51.4%
2019 W25 Palmela R32,W vs Oliveira,1.18,1.86,33.5,2.2,-,51.9%,-,72.0%,57.1%,64.0%
2019 W15 Tabarka R32,W vs Karunaratne,1.15,1.45,54.9,2.5,-,47.2%,-,61.3%,64.3%,50.0%
2019 W15 Tabarka R16,L vs Lutzeier,0.80,0.82,69.9,8.2,-,39.1%,-,53.5%,64.8%,44.0%
2019 W15 Tabarka SF,L vs Cascino,0.95,0.54,38.8,2.0,0.0%,33.3%,0.0%,35.0%,48.0%,26.1%
2019 W15 Tabarka R16,W vs Gettwart,1.13,1.41,53.1,3.0,2.6%,71.8%,0.0%,47.2%,50.0%,50.0%
2019 W15 Tabarka R32,W vs Remy,1.15,1.23,64.0,2.4,-,41.2%,-,62.5%,57.1%,47.1%
2017 Hammamet $15K QF,L vs Ferro,0.96,0.57,41.9,2.0,0.0%,43.5%,0.0%,27.3%,38.7%,37.9%
2017 Hammamet $15K R16,W vs Crescenzi,1.13,1.69,35.3,2.6,0.0%,48.5%,6.7%,66.7%,66.7%,60.9%
2017 Hammamet $15K R32,W vs Baranano,1.02,1.69,44.9,2.0,0.0%,62.1%,0.0%,75.0%,52.2%,52.4%
2017 Hammamet $15K R32,L vs Gracheva,1.02,0.76,41.2,2.1,0.0%,45.5%,0.0%,35.5%,52.2%,35.0%
2017 Obidos $25K R16,L vs Kalinskaya,0.91,0.55,43.3,2.0,0.0%,54.1%,0.0%,50.0%,30.4%,27.3%
2017 Obidos $25K QF,L vs Frech,0.97,0.56,39.3,2.6,0.0%,53.8%,0.0%,29.2%,36.0%,30.4%
2017 Obidos $25K R32,W vs Saez Larra,1.00,1.14,81.7,5.7,5.8%,65.4%,0.0%,55.6%,39.3%,50.9%
2017 Obidos $25K R16,L vs Frech,1.03,0.63,44.3,2.0,0.0%,40.0%,0.0%,46.4%,45.5%,22.2%
2017 Lisbon $15K R32,L vs Jorge,0.86,0.57,36.8,2.0,10.0%,46.7%,3.8%,46.2%,35.7%,36.0%
2017 Hammamet $15K R16,W vs Bullani,0.92,1.17,63.0,2.1,2.0%,59.2%,2.1%,56.3%,50.0%,58.3%
2017 Hammamet $15K R32,W vs Halemai,1.17,1.92,40.3,2.1,0.0%,64.3%,0.0%,52.0%,64.0%,72.7%
2017 Hammamet $15K QF,L vs Halemai,0.84,0.77,53.5,2.4,0.0%,46.2%,0.0%,48.6%,42.4%,55.2%
2017 Hammamet $15K R16,W vs Spasojevic,1.11,1.66,44.1,2.1,3.7%,70.4%,0.0%,56.5%,46.2%,62.5%
2019 (7 matches),,1.04,1.15,55.3,2.7,0.4%,46.6%,0.0%,57.7%,59.1%,47.4%
2017 (37 matches),,0.97,0.98,54.7,2.6,2.1%,53.0%,1.5%,54.1%,46.8%,46.9%
2016 (34 matches),,1.04,1.03,59.8,3.1,2.4%,52.6%,1.2%,53.4%,46.0%,47.1%
2015 (13 matches),,0.97,0.98,54.2,2.3,1.8%,58.2%,1.4%,51.1%,44.8%,46.9%
2014 (4 matches),,0.96,0.88,59.3,2.9,0.6%,53.8%,0.0%,43.8%,48.5%,44.1%
Career (95 matches),,1.00,1.00,56.9,2.7,2.0%,53.1%,1.2%,53.2%,47.2%,46.9%
