Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Sopot CH F,L vs Travaglia,0.86,0.72,42.8,2.4,-,50.0%,-,69.0%,34.1%,33.3%
2019 Sopot CH R32,W vs Barranco Cosano,0.88,1.91,32.4,2.0,-,78.3%,-,69.6%,57.7%,55.0%
2019 Tampere CH R16,L vs Griekspoor,0.68,0.82,51.9,2.4,-,68.4%,-,69.7%,38.8%,35.6%
2019 Ilkley CH R64,L vs Duckworth,0.79,0.33,27.8,2.0,-,61.9%,-,30.0%,26.1%,19.0%
2019 Surbiton CH R64,L vs Paul,0.87,0.83,66.4,3.8,-,61.1%,-,59.2%,39.0%,37.0%
2019 Rome CH R16,W vs Otte,1.10,1.25,66.2,2.1,0.0%,59.0%,5.6%,61.1%,42.5%,48.6%
2019 Rome CH R32,W vs Safranek,1.24,1.34,53.8,2.8,6.7%,60.0%,2.6%,61.5%,37.2%,48.6%
2019 Bordeaux CH SF,L vs Ymer,0.88,0.49,28.5,2.1,0.0%,40.0%,0.0%,18.2%,40.0%,38.9%
2019 Bordeaux CH QF,W vs Tsonga,1.26,1.41,53.8,2.3,0.0%,54.3%,3.2%,74.2%,32.3%,50.0%
2019 Bordeaux CH R16,W vs Giron,0.99,1.48,54.0,2.4,3.4%,72.4%,3.4%,65.5%,54.3%,37.5%
2019 Bordeaux CH R32,W vs Lamasine,0.97,1.11,73.6,42.2,5.8%,63.5%,2.1%,57.4%,48.3%,41.1%
2019 Budapest Q1,L vs Bachinger,1.04,0.71,54.2,2.1,0.0%,37.0%,4.0%,48.0%,33.3%,46.4%
2019 Barletta CH QF,L vs Galovic,1.01,0.84,68.6,2.0,2.2%,44.4%,2.3%,61.4%,37.5%,40.5%
2019 Barletta CH R16,W vs Musetti,1.08,1.19,56.2,4.1,5.3%,65.8%,0.0%,47.1%,50.0%,45.2%
2019 Barletta CH R32,W vs Masur,1.09,1.16,64.8,14.5,3.3%,62.3%,1.8%,61.4%,40.4%,40.4%
2019 St. Brieuc CH R16,L vs Janvier,0.98,0.80,62.2,3.0,8.9%,55.6%,4.7%,55.8%,37.8%,34.3%
2019 St. Brieuc CH R32,W vs Tatlot,1.11,1.11,80.0,5.7,3.4%,60.3%,5.9%,64.7%,32.7%,43.5%
2019 Lille CH R64,L vs Choinski,0.96,0.68,57.9,2.4,2.5%,62.5%,5.7%,48.6%,24.1%,38.5%
2019 Pau CH R32,L vs Safiullin,0.87,0.75,55.8,2.7,7.0%,60.5%,7.7%,61.5%,34.1%,32.4%
2019 Bergamo CH R32,L vs Lamasine,1.07,0.67,38.5,2.2,6.3%,53.1%,6.5%,29.0%,28.0%,47.6%
2019 (27 matches),,0.99,0.96,57.5,2.7,5.1%,59.3%,4.4%,58.4%,40.0%,40.4%
2018 (12 matches),,0.96,0.90,60.3,2.9,4.5%,59.2%,3.2%,55.0%,39.0%,41.8%
2017 (4 matches),,0.88,0.83,43.9,2.4,2.9%,59.0%,2.2%,55.4%,42.0%,38.0%
2016 (6 matches),,0.95,0.56,43.5,2.1,4.7%,52.3%,3.7%,44.7%,28.3%,31.9%
2015 (2 matches),,0.86,0.81,66.0,3.3,6.3%,56.3%,7.8%,54.5%,45.3%,37.8%
Career (54 matches),,0.96,0.88,56.1,2.6,5.0%,58.2%,4.1%,56.1%,38.5%,39.5%
