Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Sopot CH F,L vs Travaglia,67% (10/15),50% (2/4),1/1,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2019 Sopot CH R32,W vs Barranco Cosano,80% (8/10),36% (4/11),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 Tampere CH R16,L vs Griekspoor,79% (11/14),33% (2/6),1/1,0/0,60% (3/5),0/2,0/1,- (0/0),- (0/0)
2019 Ilkley CH R64,L vs Duckworth,43% (3/7),- (0/0),0/0,0/0,20% (1/5),3/5,0/1,- (0/0),- (0/0)
2019 Surbiton CH R64,L vs Paul,60% (12/20),15% (2/13),1/2,0/0,29% (2/7),1/3,1/2,100% (4/4),75% (3/4)
2019 Rome CH R16,W vs Otte,73% (8/11),50% (4/8),2/5,1/4,57% (4/7),0/0,0/0,50% (3/6),67% (4/6)
2019 Rome CH R32,W vs Safranek,55% (11/20),56% (5/9),2/7,1/3,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2019 Bordeaux CH SF,L vs Ymer,0% (0/4),50% (1/2),0/0,0/0,22% (2/9),1/3,0/1,- (0/0),- (0/0)
2019 Bordeaux CH QF,W vs Tsonga,75% (9/12),33% (3/9),2/5,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 Bordeaux CH R16,W vs Giron,90% (9/10),44% (4/9),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Bordeaux CH R32,W vs Lamasine,48% (10/21),30% (6/20),2/6,1/2,45% (5/11),3/4,1/1,100% (5/5),33% (2/6)
2019 Budapest Q1,L vs Bachinger,43% (3/7),40% (2/5),0/0,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2019 Barletta CH QF,L vs Galovic,70% (7/10),33% (3/9),0/0,0/0,73% (11/15),4/6,1/2,60% (3/5),0% (0/5)
2019 Barletta CH R16,W vs Musetti,62% (8/13),38% (5/13),2/4,1/1,25% (1/4),2/3,0/0,- (0/0),- (0/0)
2019 Barletta CH R32,W vs Masur,50% (14/28),36% (4/11),2/5,1/3,71% (5/7),0/1,0/0,33% (2/6),40% (2/5)
2019 St. Brieuc CH R16,L vs Janvier,41% (7/17),33% (2/6),0/0,0/0,67% (8/12),5/7,1/2,- (0/0),- (0/0)
2019 St. Brieuc CH R32,W vs Tatlot,67% (12/18),83% (5/6),2/5,1/4,38% (3/8),0/1,0/0,86% (6/7),29% (2/7)
2019 Lille CH R64,L vs Choinski,44% (7/16),100% (1/1),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2019 Pau CH R32,L vs Safiullin,64% (9/14),60% (3/5),0/0,0/0,50% (3/6),1/3,0/1,55% (6/11),18% (2/11)
2019 Bergamo CH R32,L vs Lamasine,20% (2/10),67% (2/3),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 (27 matches),,58.9%,37.3%,39.7%,39.4%,52.8%,46.9%,26.3%,63.4%,37.1%
2018 (12 matches),,59.7%,42.0%,52.4%,60.0%,54.5%,51.3%,47.1%,33.3%,50.0%
2017 (4 matches),,61.8%,43.5%,50.0%,100.0%,18.8%,14.3%,0.0%,-,-
2016 (6 matches),,47.8%,31.3%,0.0%,-,40.0%,25.0%,0.0%,57.1%,28.6%
2015 (2 matches),,65.0%,33.3%,33.3%,-,61.5%,71.4%,50.0%,50.0%,37.5%
Career (54 matches),,58.5%,38.4%,40.6%,43.6%,50.5%,46.4%,32.7%,58.2%,38.1%
