Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-11-06),1499,2,,,,,,,,,,,,
2022,346,141,346,1388,307,1370,302,1389,249,1292,,,,
2021,195,346,235,1506,261,1416,188,1510,233,1359,,,,
2020,185,345,206,1511,246,1393,158,1510,,,919,29,,
2019,171,299,245,1499,289,1402,174,1507,242,1371,901,29,,
2018,215,231,204,1526,287,1372,177,1502,167,1476,653,15,,
2017,321,149,,,,,,,,,647,71,,
2016,425,97,,,,,,,,,831,47,,
2015,364,123,390,1235,382,1205,360,1226,,,762,58,,
2014,338,137,,,,,,,,,1104,22,,
2013,607,45,,,,,,,,,1036,24,,
2012,613,39,,,,,,,,,757,47,,
2011,889,11,,,,,,,,,1512,6,,
